target,feature,xgb_mean_gain,xgb_mean_total_gain,xgb_rel_total_gain,xgb_rank,xgb_nonzero_fold_count,rf_mean_importance,rf_rel_importance,rf_rank,rf_nonzero_fold_count,ridge_mean_abs_coef,ridge_rel_abs_coef,ridge_rank,ridge_nonzero_fold_count,mean_relative_relevance,all_models_zero,low_relevance_all_models
pv_gen,pv_gen,28.56284236907959,44603.76171875,1.0,1,4,0.2329308990865194,1.0,1,4,0.2252150736462375,1.0,1,4,1.0,False,False
pv_gen,pv_ma_2,0.7431106939911842,188.2834300994873,0.004221245537242186,4,4,0.1971568044025745,0.8464175649334653,2,4,0.210518546613708,0.9347444787127595,2,4,0.5951277630611557,False,False
pv_gen,pv_lag_1,0.2188527807593345,152.21104049682617,0.0034125157751625575,8,4,0.1556811421213921,0.6683576233635118,3,4,0.1888610775244484,0.838580981578111,3,4,0.5034503735722619,False,False
pv_gen,pv_lag_2,0.110412398353219,71.82786273956299,0.0016103543730790052,14,4,0.0830099502995157,0.3563715703887042,5,4,0.1631934960058103,0.7246117827004367,4,4,0.3608645691540733,False,False
pv_gen,pv_ma_4,0.1011839881539344,29.889292240142822,0.0006701069839940947,17,4,0.1155658092891384,0.49613773759664603,4,4,0.1302900921197304,0.5785140843831216,6,4,0.35844064298792055,False,False
pv_gen,pv_delta_1,0.1898135095834732,264.16796875,0.005922549098341008,3,4,0.0227432947470807,0.09763966410756425,9,4,0.1336176221275109,0.5932889835668562,5,4,0.23228373225758717,False,False
pv_gen,pv_std_8,0.1540042199194431,127.86166191101074,0.0028666116261055574,11,4,0.0371373288918213,0.1594349613445964,6,4,0.0938114897296342,0.4165417891920994,8,4,0.19294778738760043,False,False
pv_gen,pv_delta_2,0.1330827716737985,152.7764778137207,0.0034251926726955487,7,4,0.0132011401265885,0.05667406161380545,12,4,0.0946038061102023,0.42005983249062506,7,4,0.1600530289257087,False,False
pv_gen,time_cos,0.1919802166521549,144.30022621154785,0.0032351582165073005,9,4,0.0246571362652126,0.10585601292876994,8,4,0.0499974167110085,0.22199853633928276,11,4,0.11036323582818668,False,False
pv_gen,pv_lag_4,0.1279305554926395,114.45099067687988,0.002565949289177741,13,4,0.0153852578142895,0.06605073811428869,11,4,0.0560791913382761,0.2490028328492966,10,4,0.10587317341758767,False,False
pv_gen,pv_lag_8,0.158372163772583,161.5282211303711,0.003621403552213619,6,4,0.0050621246316327,0.021732301946563275,18,4,0.0633443220403605,0.28126146716032097,9,4,0.10220505755303262,False,False
pv_gen,pv_std_4,0.1144489347934722,118.4260139465332,0.0026550678548879136,12,4,0.0218651172394336,0.09386954382257402,10,4,0.0389663243926918,0.17301827875828232,12,4,0.08984763014524809,False,False
pv_gen,time_sin,0.0048847166472114,0.2356303464621305,5.282746059579074e-06,18,4,0.0070453050489828,0.0302463308930341,16,4,0.0374226227248999,0.16616393440734997,13,4,0.06547184934881455,False,False
pv_gen,pv_ma_8,0.1143391001969575,50.09489154815674,0.0011231091194512063,15,4,0.0314736640355921,0.13512017580759683,7,4,0.0102561506435693,0.04553936145357401,23,4,0.06059421546020735,False,False
pv_gen,pv_accel,0.1177633460611105,129.25684356689453,0.0028978910877949355,10,4,0.0057710027210579,0.02477559973232375,17,4,0.0315696437243583,0.14017553626959778,14,4,0.05594967569657216,False,False
pv_gen,pv_ma_16,0.1030357126146555,47.71011161804199,0.001069643226929584,16,4,0.0047783408610203,0.020513984532577804,20,4,0.0289720031737516,0.128641492350819,15,4,0.050075040036775466,False,False
pv_gen,pv_lag_2_is_pad,0.0,0.0,0.0,19,0,1.0345262271263855e-13,4.441343897196409e-13,25,3,0.0230730410477743,0.10244891993338283,16,4,0.03414963997794232,False,False
pv_gen,pv_lag_12_is_pad,0.0,0.0,0.0,19,0,1.2746336471602144e-08,5.4721535535170324e-08,21,4,0.0227225539995711,0.10089268729527025,17,4,0.033630914005601927,False,False
pv_gen,steps_to_daylight_start,0.0,0.0,0.0,19,0,0.0072737576848333,0.03122710517736657,13,4,0.0156480392723803,0.06948042606135622,19,4,0.03356917707957426,False,False
pv_gen,steps_to_daylight_end,0.0,0.0,0.0,19,0,0.0072395083591649,0.031080068756682518,14,4,0.0149741538685961,0.06648824000172007,20,4,0.0325227695861342,False,False
pv_gen,timestep,0.2802691273391247,541.0871200561523,0.012130975039011038,2,4,0.0071116615703071,0.030531207315975535,15,4,0.011127291888093,0.04940740292353382,22,4,0.0306898617595068,False,False
pv_gen,pv_lag_1_is_pad,0.0,0.0,0.0,19,0,4.0917898458336526e-11,1.7566539526874047e-10,24,1,0.0194358986102405,0.08629927959782101,18,4,0.028766426591162134,False,False
pv_gen,pv_lag_12,0.2077356651425361,182.8110618591309,0.004098557045745381,5,4,0.0049107385737645,0.02108238362974963,19,4,0.0115825162735453,0.051428690300449616,21,4,0.02553654365864821,False,False
pv_gen,pv_lag_8_is_pad,0.0,0.0,0.0,19,0,3.1840271908679692e-09,1.3669406692520001e-08,22,4,0.007259026884836,0.03223153214086508,24,4,0.010743848603423922,False,False
pv_gen,pv_lag_4_is_pad,0.0,0.0,0.0,19,0,2.5869201878325766e-10,1.1105955448494173e-09,23,4,0.0062064823091273,0.02755802357561686,25,4,0.009186008228737469,False,False
