policy,run_id,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,window_size,conf_interval_frct
mpc_hybrid_ma_w96_ci0.00_stage9_repro_simple_pr1,22,288,8.623230607920684,7.874082691254017,55.19248385297142,1.0,1.0,0.9930555555555556,stage9_repro_simple_pr1,manual,48,6,96,0.0
