policy,run_id,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,short_window_size,long_window_size,short_weight,conf_interval_frct,persistence_mode,persistence_range,persistence_constant_alpha,trend_weight,trend_window,trend_range,source_average_beta
mpc_hybrid_ma_sw5_lw48_w0.50_pmlinear_stage5_trend_tw1_w3_r4_s5_l48_w05_pr1,54,288,8.60432427825641,7.855176361589743,54.99179977194988,1.0,1.0,0.9930555555555556,stage5_trend_tw1_w3_r4_s5_l48_w05_pr1,manual,48,6,5,48,0.5,0.0,linear,1,0.5,1.0,3,4,0.0
