policy,run_id,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,short_window_size,long_window_size,short_weight,conf_interval_frct,persistence_mode,persistence_range,persistence_constant_alpha,trend_weight,trend_window,trend_range,source_average_beta
mpc_hybrid_ma_sw5_lw48_w0.50_pmnone_short_long_isolated_grid_sw0.5,30,288,8.6182435778965,7.869095661229833,54.946635559135764,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,5,48,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw7_lw48_w0.50_pmnone_short_long_isolated_grid_sw0.5,33,288,8.622907542036096,7.873759625369427,54.946468137737924,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,7,48,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw5_lw36_w0.50_pmnone_short_long_isolated_grid_sw0.5,29,288,8.625527845000486,7.8763799283338205,54.952328978988646,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,5,36,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw5_lw24_w0.50_pmnone_short_long_isolated_grid_sw0.5,28,288,8.626362580711229,7.877214664044563,54.954061096548145,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,5,24,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw7_lw36_w0.50_pmnone_short_long_isolated_grid_sw0.5,32,288,8.628499330562937,7.879351413896269,54.95322505895979,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,7,36,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw7_lw24_w0.50_pmnone_short_long_isolated_grid_sw0.5,31,288,8.628810667052685,7.87966275038602,54.95898955107069,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,7,24,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw9_lw48_w0.50_pmnone_short_long_isolated_grid_sw0.5,36,288,8.632978937964955,7.883831021298288,54.944766546234696,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,9,48,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw9_lw24_w0.50_pmnone_short_long_isolated_grid_sw0.5,34,288,8.635593431606452,7.886445514939786,54.96051421458117,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,9,24,0.5,0.0,none,8,0.5,0.0,4,4,0.0
mpc_hybrid_ma_sw9_lw36_w0.50_pmnone_short_long_isolated_grid_sw0.5,35,288,8.637047136473207,7.88789921980654,54.953059968770056,1.0,1.0,0.9930555555555556,short_long_isolated_grid_sw0.5,manual,48,6,9,36,0.5,0.0,none,8,0.5,0.0,4,4,0.0
