policy,run_id,scenario,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,short_window_size,long_window_size,short_weight,conf_interval_frct,persistence_mode,persistence_range,persistence_constant_alpha,trend_weight,trend_window,trend_range,source_average_beta,source_average_beta_base_load,source_average_beta_pv_gen
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,default_scenario,48,7.994052214079827,7.24490429741316,48.68977948953957,1.0,1.0,0.9791666666666666,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,relaxed_high_start,48,3.751242226771664,3.0020943101049973,16.672741667410225,1.0,1.0,1.0,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,relaxed_low_start,48,12.210318749162331,11.461170832495663,83.07405999292634,1.0,1.0,0.9791666666666666,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,stressed_high_start,48,5.073433964061826,4.324286047395159,26.434340150241287,1.0,1.0,1.0,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,stressed_low_start,48,13.51417704301531,12.765029126348646,96.5167842073479,1.0,1.0,1.0,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
mpc_hybrid_ma_sw1_lw96_w0.00_pmconstant_stage10_const_persistence_sweep_pr32,11,stressed_mid_start,48,9.376596157245478,8.627448240578811,59.90419204796376,1.0,1.0,1.0,stage10_const_persistence_sweep_pr32,manual,48,6,1,96,0.0,0.0,constant,32,0.0,0.0,2,1,0.0,0.0,0.0
