policy,run_id,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,window_size,persistence_range,conf_interval_frct
mpc_hybrid_ma_w96_pr1_ci0.00_sanity_single_h1_default_maskfix,26,1,6.598413652350388,5.833713652350387,33.04425686222871,1.0,1.0,1.0,sanity_single_h1_default_maskfix,manual,1,1,96,1,0.0
