policy,run_id,pairs,avg_total_cost,avg_net_cost,avg_net_load,bess_target_rate,ev1_target_rate,ev2_target_rate,run_tag,preset,household_count,scenario_count,short_window_size,long_window_size,short_weight,conf_interval_frct,persistence_mode,persistence_range,persistence_constant_alpha,trend_weight,trend_window,trend_range,source_average_beta
mpc_hybrid_ma_sw5_lw48_w0.50_pmexponential_stage4_persistence_exponential_r16_s5_l48_w05,46,288,8.612727692255309,7.863579775588641,54.961705789274625,1.0,1.0,0.9930555555555556,stage4_persistence_exponential_r16_s5_l48_w05,manual,48,6,5,48,0.5,0.0,exponential,16,0.5,0.0,2,1,0.0
