window_size,run_id,scenario,player_id,total_cost_ma,total_cost_waterfall,total_cost_oracle,delta_total_vs_waterfall,delta_total_vs_oracle
12,7,default_scenario,7,24.22379492600916,18.932402884689207,19.053688531833224,5.291392041319952,5.170106394175935
12,7,default_scenario,8,17.30424627368605,16.72510953951982,16.445841155623423,0.5791367341662301,0.8584051180626275
12,7,default_scenario,9,25.458642085841486,18.636619229691245,17.801251621357327,6.822022856150241,7.657390464484159
12,7,default_scenario,10,12.856342395371211,13.528689809320127,13.087622724668512,-0.6723474139489163,-0.23128032929730047
12,7,default_scenario,11,22.283773458074652,17.460216302300342,17.50695417989401,4.82355715577431,4.776819278180643
12,7,default_scenario,12,27.183786712794532,19.29081408608675,17.201527841213185,7.892972626707781,9.982258871581347
12,7,default_scenario,13,20.275301925245138,15.365236642407883,14.892285905014361,4.910065282837255,5.383016020230777
12,7,default_scenario,14,23.45327306300869,16.40684460310975,15.232637926017217,7.046428459898941,8.220635136991474
12,7,default_scenario,15,17.537801130504466,14.353478720288564,14.819554087261132,3.184322410215902,2.718247043243334
12,7,default_scenario,16,14.856524988729582,15.001273522886795,14.705994162592718,-0.14474853415721256,0.15053082613686364
12,7,default_scenario,17,20.37358276933262,13.895459201507622,13.456960117907096,6.4781235678249995,6.916622651425525
12,7,default_scenario,18,16.367992134054017,12.363020665917233,11.950424865467188,4.004971468136784,4.417567268586829
12,7,default_scenario,19,19.841487928193768,13.734704299730097,13.27146553453957,6.1067836284636705,6.570022393654199
12,7,default_scenario,20,20.73219496747894,13.324813021836404,12.940179645645447,7.407381945642536,7.792015321833492
12,7,early_urgency,1,13.070082084857232,10.972808788034847,9.945098169862245,2.097273296822385,3.1249839149949867
12,7,early_urgency,2,12.820856215074592,11.7617235551433,10.62794173509999,1.0591326599312918,2.1929144799746023
12,7,early_urgency,3,12.974837597858768,11.118778927483726,10.111305035970123,1.8560586703750417,2.863532561888645
12,7,early_urgency,4,15.598589203992317,12.282437157158807,11.30740463708804,3.31615204683351,4.291184566904278
12,7,early_urgency,5,18.162287718932298,16.143911647166238,14.851112911579039,2.0183760717660597,3.311174807353259
12,7,early_urgency,6,12.625149671127224,11.328350037294902,10.019306111319445,1.2967996338323218,2.605843559807779
12,7,early_urgency,7,18.359593176670327,16.329650127439315,15.354059222285592,2.0299430492310115,3.0055339543847346
12,7,early_urgency,8,15.711349865887396,12.892070873416055,10.94976199303854,2.8192789924713413,4.761587872848855
12,7,early_urgency,9,19.590083786211935,17.364710740836795,14.123400902722533,2.2253730453751395,5.466682883489401
12,7,early_urgency,10,12.535015420835633,10.845566345538439,9.593873778536485,1.689449075297194,2.941141642299147
12,7,early_urgency,11,16.256208151303245,15.003554868613238,14.127805182977168,1.252653282690007,2.1284029683260766
12,7,early_urgency,12,15.958867477391378,15.673058957386775,11.947166232350684,0.28580852000460233,4.011701245040694
12,7,early_urgency,13,15.937166517816229,12.334570714626615,11.114676736932793,3.6025958031896135,4.822489780883435
12,7,early_urgency,14,15.320314067088303,13.761541652710328,10.414995029458899,1.5587724143779749,4.905319037629404
12,7,early_urgency,15,13.391560936335171,11.638756545629033,11.22425919672419,1.7528043907061388,2.1673017396109806
12,7,early_urgency,16,14.497832667375999,11.67542054751759,10.443771715519087,2.8224121198584093,4.054060951856911
12,7,early_urgency,17,13.85041713216673,11.653232954336936,9.955885298767907,2.1971841778297936,3.8945318333988226
12,7,early_urgency,18,12.045358881838432,9.98119471300602,8.87944915174229,2.064164168832411,3.165909730096141
12,7,early_urgency,19,14.233996709788734,11.114472614856709,9.85449660887987,3.119524094932025,4.379500100908864
12,7,early_urgency,20,12.980240965209797,12.726594982819831,9.919451384694046,0.2536459823899655,3.060789580515751
12,7,high_start_narrow,1,4.069315631568654,3.292426819129192,2.6751338341454365,0.776888812439462,1.3941817974232174
12,7,high_start_narrow,2,4.47444754114003,4.151012216769364,3.7800535651796103,0.32343532437066624,0.6943939759604199
12,7,high_start_narrow,3,3.1798387169192424,2.6009476432641674,2.342538714656649,0.578891073655075,0.8373000022625932
12,7,high_start_narrow,4,4.445486769448361,3.105806956603801,2.538745673446256,1.33967981284456,1.9067410960021047
12,7,high_start_narrow,5,7.243085350456721,6.465804673042368,6.211639011016022,0.7772806774143532,1.0314463394406994
12,7,high_start_narrow,6,3.7574705441276484,2.9184382505414534,2.2812823172455623,0.8390322935861949,1.476188226882086
12,7,high_start_narrow,7,8.363240155459787,7.460610782594082,7.214874741800844,0.9026293728657047,1.1483654136589427
12,7,high_start_narrow,8,3.26145729996123,1.9725538199417334,1.4990012186052546,1.2889034800194967,1.7624560813559755
12,7,high_start_narrow,9,10.166695689647346,7.786054064895789,6.4975457318386445,2.380641624751557,3.6691499578087017
12,7,high_start_narrow,10,3.666554714853312,3.377263806275354,2.572945076519537,0.28929090857795803,1.093609638333775
12,7,high_start_narrow,11,7.681034778879847,7.685699676525404,7.27351228506208,-0.004664897645556998,0.4075224938177673
12,7,high_start_narrow,12,5.253320972009951,3.9564084563548754,3.6136968504259137,1.2969125156550758,1.6396241215840375
12,7,high_start_narrow,13,5.52247615237407,3.3985478933914504,2.8593964761484347,2.1239282589826196,2.6630796762256352
12,7,high_start_narrow,14,5.222057050531785,2.920303562818506,2.6062868268435464,2.3017534877132793,2.615770223688239
12,7,high_start_narrow,15,5.8939725431592525,5.167510180408686,4.963952011165736,0.7264623627505662,0.9300205319935166
12,7,high_start_narrow,16,4.370817050850678,3.172677881018754,2.4196798570230387,1.198139169831924,1.9511371938276394
12,7,high_start_narrow,17,4.51148762600412,2.7903979710524576,2.3046788246611767,1.7210896549516628,2.2068088013429437
12,7,high_start_narrow,18,3.4447939374008687,2.6684785650635847,2.1118216009395137,0.776315372337284,1.332972336461355
12,7,high_start_narrow,19,4.906284891770636,2.895414332229823,2.3875692856163733,2.0108705595408134,2.518715606154263
12,7,high_start_narrow,20,4.5588994084983545,3.6508768069620543,3.2738492108461257,0.9080226015363002,1.2850501976522288
12,7,late_relaxed,1,8.828808312830507,7.576628078401287,5.971860589425351,1.25218023442922,2.856947723405156
12,7,late_relaxed,2,8.953028358847986,8.66275596762598,6.892730006023174,0.29027239122200577,2.0602983528248116
12,7,late_relaxed,3,8.272555416425066,7.827114336134419,5.873796133277086,0.4454410802906468,2.39875928314798
12,7,late_relaxed,4,10.164562071815265,8.348868133318094,6.515344689432132,1.815693938497171,3.6492173823831333
12,7,late_relaxed,5,12.909348451318301,12.359742846918769,10.138672601701108,0.5496056043995328,2.7706758496171933
12,7,late_relaxed,6,8.656961976077321,7.614850177451352,5.78537441101746,1.0421117986259691,2.871587565059861
12,7,late_relaxed,7,13.693831583794948,12.006513989411067,10.914504049539568,1.687317594383881,2.77932753425538
12,7,late_relaxed,8,9.233257817233758,8.378864077522543,5.7861721323992095,0.8543937397112149,3.4470856848345486
