policy,run_id,short_window,long_window,pairs,avg_total_cost,avg_total_delta_vs_waterfall,avg_total_delta_vs_oracle,avg_total_delta_vs_ma1,avg_total_delta_vs_ma2_base,wins_vs_waterfall,wins_vs_oracle,wins_vs_ma1,wins_vs_ma2_base,bess_target_rate,ev1_target_rate,ev2_target_rate
mpc_ma2_s7_l48_ma2_tight48,32,7,48,140,11.543949626266553,-0.1766918495668259,1.6471558425236996,-2.0474280915414074,-0.21065503527187462,53,16,129,60,0.9714285714285714,0.8142857142857143,0.8142857142857143
mpc_ma2_s8_l48_ma2_tight48,33,8,48,140,11.549791458248013,-0.17085001758536653,1.652997674505159,-2.0415862595599474,-0.2048132032904153,53,18,128,51,0.9785714285714285,0.8071428571428572,0.8071428571428572
mpc_ma2_s9_l48_ma2_tight48,34,9,48,140,11.800455281095251,0.07981380526187486,1.9036614973524004,-1.7909224367127063,0.04585061955682611,49,17,126,31,0.9714285714285714,0.8357142857142857,0.8357142857142857
