player_id,category
12,pv_only
29,pv_bess
30,pv_bess
38,pv_bess
60,pv_bess
62,pv_bess
75,pv_bess
93,pv_bess
94,pv_only
112,no_pv_no_bess
116,pv_only
121,no_pv_no_bess
133,no_pv_no_bess
154,pv_bess
157,pv_bess
171,pv_only
180,pv_bess
204,no_pv_no_bess
206,pv_bess
217,pv_bess
