feature,gain,total_gain,split_count,target,fold_id
timestep,10.848597526550293,8483.603515625,782.0,ev2_status,A
status,1526.0809326171875,294533.625,193.0,ev2_status,A
time_sin,0.7753441333770752,238.8059844970703,308.0,ev2_status,A
time_cos,12.928940773010254,6748.9072265625,522.0,ev2_status,A
steps_in_current_state,32.295326232910156,26320.69140625,815.0,ev2_status,A
phase_id,12.506932258605957,2563.921142578125,205.0,ev2_status,A
status_lag_1,29.901378631591797,7325.837890625,245.0,ev2_status,A
status_lag_1_is_pad,0.0,0.0,0.0,ev2_status,A
status_lag_2,16.908201217651367,152.17381286621094,9.0,ev2_status,A
status_lag_2_is_pad,0.0,0.0,0.0,ev2_status,A
status_lag_4,9.34994125366211,747.9953002929688,80.0,ev2_status,A
status_lag_4_is_pad,0.0,0.0,0.0,ev2_status,A
status_lag_8,0.0,0.0,0.0,ev2_status,A
status_lag_8_is_pad,0.0,0.0,0.0,ev2_status,A
start1_earliest,0.0,0.0,0.0,ev2_status,A
end1_latest,0.0,0.0,0.0,ev2_status,A
start2_earliest,0.0,0.0,0.0,ev2_status,A
end2_latest,0.0,0.0,0.0,ev2_status,A
max_commute_steps_1,0.0,0.0,0.0,ev2_status,A
max_commute_steps_2,0.0,0.0,0.0,ev2_status,A
steps_to_start1_earliest,0.0,0.0,0.0,ev2_status,A
steps_to_end1_latest,0.0,0.0,0.0,ev2_status,A
steps_to_start2_earliest,0.0,0.0,0.0,ev2_status,A
steps_to_end2_latest,0.0,0.0,0.0,ev2_status,A
start1,0.7090681195259094,322.6260070800781,455.0,ev2_status,A
end1,0.8165537118911743,314.3731689453125,385.0,ev2_status,A
start2,12.769132614135742,2617.672119140625,205.0,ev2_status,A
end2,0.0,0.0,0.0,ev2_status,A
start1_observed,0.0,0.0,0.0,ev2_status,A
end1_observed,0.0,0.0,0.0,ev2_status,A
start2_observed,0.0,0.0,0.0,ev2_status,A
end2_observed,0.0,0.0,0.0,ev2_status,A
observed_window_length_1,0.559775173664093,87.88470458984375,157.0,ev2_status,A
observed_window_length_2,0.0,0.0,0.0,ev2_status,A
window_length_slack_1,1.1482816934585571,128.6075439453125,112.0,ev2_status,A
window_length_slack_2,0.0,0.0,0.0,ev2_status,A
timestep,10.614557266235352,8523.4892578125,803.0,ev2_status,B
status,1472.39453125,294478.90625,200.0,ev2_status,B
time_sin,0.7329216003417969,234.534912109375,320.0,ev2_status,B
time_cos,13.118057250976562,6703.3271484375,511.0,ev2_status,B
steps_in_current_state,31.397136688232422,26342.197265625,839.0,ev2_status,B
phase_id,13.118160247802734,2741.695556640625,209.0,ev2_status,B
status_lag_1,30.833980560302734,7430.9892578125,241.0,ev2_status,B
status_lag_1_is_pad,0.0,0.0,0.0,ev2_status,B
status_lag_2,11.055338859558105,143.7194061279297,13.0,ev2_status,B
status_lag_2_is_pad,0.0,0.0,0.0,ev2_status,B
status_lag_4,7.918112754821777,530.5135498046875,67.0,ev2_status,B
status_lag_4_is_pad,0.0,0.0,0.0,ev2_status,B
status_lag_8,0.0,0.0,0.0,ev2_status,B
status_lag_8_is_pad,0.0,0.0,0.0,ev2_status,B
start1_earliest,0.0,0.0,0.0,ev2_status,B
end1_latest,0.0,0.0,0.0,ev2_status,B
start2_earliest,0.0,0.0,0.0,ev2_status,B
end2_latest,0.0,0.0,0.0,ev2_status,B
max_commute_steps_1,0.0,0.0,0.0,ev2_status,B
max_commute_steps_2,0.0,0.0,0.0,ev2_status,B
steps_to_start1_earliest,0.0,0.0,0.0,ev2_status,B
steps_to_end1_latest,0.0,0.0,0.0,ev2_status,B
steps_to_start2_earliest,0.0,0.0,0.0,ev2_status,B
steps_to_end2_latest,0.0,0.0,0.0,ev2_status,B
start1,0.666198194026947,313.77935791015625,471.0,ev2_status,B
end1,0.7083035707473755,274.82177734375,388.0,ev2_status,B
start2,13.128162384033203,2533.7353515625,193.0,ev2_status,B
end2,0.0,0.0,0.0,ev2_status,B
start1_observed,0.0,0.0,0.0,ev2_status,B
end1_observed,0.0,0.0,0.0,ev2_status,B
start2_observed,0.0,0.0,0.0,ev2_status,B
end2_observed,0.0,0.0,0.0,ev2_status,B
observed_window_length_1,0.6348521709442139,83.16563415527344,131.0,ev2_status,B
observed_window_length_2,0.0,0.0,0.0,ev2_status,B
