target,rule,feature,mean_gain,std_gain,min_gain,max_gain,mean_total_gain,std_total_gain,min_total_gain,max_total_gain,mean_split_count,nonzero_fold_count
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,n_evs_at_home,0.5390526533126831,1.186589241947844,0.0,2.661527156829834,1.07135808467865,2.3768153390219036,0.0,5.323054313659668,0.6,2
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,base_load_lag_12_is_pad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,base_load_lag_1_is_pad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,base_load_lag_8_is_pad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,base_load_lag_2_is_pad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
base_load,mean_total_gain <= 2% of max_mean_total_gain (201.447859) and nonzero_fold_count <= 2,base_load_lag_4_is_pad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
