target,feature,mean_abs_coef,std_abs_coef,min_abs_coef,max_abs_coef,nonzero_fold_count
ev2_status,timestep,5.556159215559972,0.0530379345570532,5.492706932478277,5.619164475559224,5
ev2_status,steps_to_start1_earliest,5.080911863523862,0.022378253575422065,5.0438227425998745,5.1039998478834425,5
ev2_status,steps_to_end2_latest,2.6999951708022456,0.010658029732002715,2.6832580136212627,2.7117847500110255,5
ev2_status,steps_to_start2_earliest,2.699450505468109,0.026421930826529067,2.6709104538219943,2.7381205418230334,5
ev2_status,steps_to_end1_latest,1.2444019591292323,0.0058232457776891235,1.238709730524959,1.251478486227994,5
ev2_status,start2_observed,0.7655197623507944,0.005209295686018665,0.7602927302301007,0.7734537202826063,5
ev2_status,start2,0.5522049988085149,0.005924542454318783,0.545801262477312,0.5609510619770922,5
ev2_status,end2,0.5144321007869873,0.006069308921627092,0.5087786282514474,0.5235390067218698,5
ev2_status,start1_observed,0.4802171919518664,0.0008820295702815541,0.4794544700639139,0.48168851015442543,5
ev2_status,observed_window_length_2,0.385317324944077,0.002910438761694638,0.38271896526631594,0.3898659393042079,5
ev2_status,end2_observed,0.3426227534541543,0.0024619822644853656,0.34046985552259756,0.3465426484522017,5
ev2_status,status,0.2963908850187885,0.00034040050301753456,0.2959322621319673,0.29674045475617683,5
ev2_status,window_length_slack_2,0.23617229336418039,0.001431632740718928,0.23484132292319868,0.2380665547345764,5
ev2_status,end1_observed,0.23115447428370478,0.0009975788490487255,0.22967148473942853,0.23236799957442034,5
ev2_status,observed_window_length_1,0.2182305587261723,0.0009703924661779489,0.2169226293603191,0.21957908261070347,5
ev2_status,phase_id,0.18417826556026173,0.0010239651403806988,0.1830712632945062,0.18586002982021954,5
ev2_status,window_length_slack_1,0.15318592676815862,0.0006948088553446559,0.15212444536538092,0.15383520730731154,5
ev2_status,time_sin,0.11831928124688888,0.00047155048749176,0.11753883814080524,0.11871694499467128,5
ev2_status,end1,0.09725303015099737,0.0004879129987502458,0.09649886892187064,0.09783523113234545,5
ev2_status,status_lag_1,0.09079509847871649,0.0006628004592291493,0.09001273054607017,0.09169425652991707,5
ev2_status,start1,0.09059784176888508,0.0006753254041490431,0.08978870402745635,0.09147461949013665,5
ev2_status,time_cos,0.07676555342221145,0.000347569269759178,0.07619648893452759,0.07707780097739808,5
ev2_status,status_lag_2,0.07574815501128145,0.001018076852903613,0.07450771306256104,0.07723447199014404,5
ev2_status,status_lag_4,0.055211582799911674,0.0004755617400130788,0.05449969544143992,0.05581012659925463,5
ev2_status,status_lag_8,0.029097072403889906,0.00038336551136715954,0.028572516806876235,0.029554249702958852,5
ev2_status,status_lag_8_is_pad,0.022449562772786747,8.876953484900263e-05,0.022294682284042276,0.022506099564904587,5
ev2_status,steps_in_current_state,0.021606723557369263,0.00013869883345508704,0.02147947098518192,0.021818579001693903,5
ev2_status,status_lag_4_is_pad,0.018112816376171716,8.540536469689901e-05,0.017967625617488204,0.01817905512718516,5
ev2_status,status_lag_2_is_pad,0.00879836959784499,0.0002890008312096557,0.008417031689304529,0.009084049963047501,5
ev2_status,status_lag_1_is_pad,0.0085733596831815,7.287038059579796e-05,0.008489383754099345,0.008668678113288503,5
ev2_status,end1_latest,0.0,0.0,0.0,0.0,0
ev2_status,start1_earliest,0.0,0.0,0.0,0.0,0
ev2_status,max_commute_steps_2,0.0,0.0,0.0,0.0,0
ev2_status,start2_earliest,0.0,0.0,0.0,0.0,0
ev2_status,end2_latest,0.0,0.0,0.0,0.0,0
ev2_status,max_commute_steps_1,0.0,0.0,0.0,0.0,0
