n_train_days,rmse,train_seed
63,0.767558577878986,4
64,0.7698547750573238,4
65,0.764449444515492,4
66,0.7553759832108339,4
67,0.7518853736115557,4
68,0.752102438467003,4
69,0.7534779346264573,4
70,0.7529572624192722,4
71,0.7555448584905283,4
72,0.7583206978983914,4
73,0.7558584264246451,4
74,0.7560012033810785,4
75,0.7554357784199165,4
76,0.7531324667705476,4
77,0.7542829335218934,4
78,0.756754430106191,4
79,0.7548151422029534,4
80,0.756790038041449,4
81,0.7523228320342068,4
82,0.7532912203790222,4
83,0.7521702441247133,4
84,0.7581018116088942,4
85,0.75103435746923,4
86,0.7485851678029373,4
87,0.748015199568192,4
88,0.7527978840241455,4
89,0.7502794117248014,4
90,0.7492577731489495,4
91,0.7495659858095518,4
92,0.7511651941284749,4
93,0.750132649070908,4
94,0.7509296500970566,4
95,0.7461072994167309,4
96,0.748074991075376,4
97,0.748160114025162,4
98,0.7439528784462293,4
99,0.7447967507907579,4
100,0.7457098132439791,4
101,0.7463610230896164,4
102,0.7445130405836048,4
103,0.7445080261202023,4
104,0.7444917607825311,4
105,0.7428018264207029,4
106,0.7418900531922692,4
107,0.7452310892082611,4
108,0.7451118932432108,4
109,0.744505821420944,4
110,0.7457129231488546,4
111,0.7433778918448141,4
112,0.7440728288132042,4
113,0.7421280333459147,4
114,0.7416290279370863,4
115,0.7413567780297725,4
116,0.74123354043537,4
117,0.742684555631697,4
118,0.7417277639313119,4
119,0.7412786001308902,4
120,0.7423251472168559,4
1,1.3215635721737227,5
2,1.0970274319350741,5
3,0.9206569390418444,5
4,0.9259569929758412,5
5,0.9195276745339869,5
6,0.8966628002326829,5
7,0.7795516790194013,5
8,0.7787813929147188,5
9,0.7789560094699346,5
10,0.7789966259302854,5
11,0.7638893467572314,5
12,0.7635035920761436,5
13,0.7621465483121277,5
14,0.7597693558654987,5
15,0.7583612702526694,5
16,0.7586820158942826,5
17,0.7636729842622255,5
18,0.7594995643583005,5
19,0.7571898793507216,5
20,0.7558529771181588,5
21,0.7552775942307199,5
22,0.7575516643359979,5
23,0.7531063552895423,5
24,0.7562599597281771,5
25,0.7559203014045129,5
26,0.7600658579696117,5
27,0.7536461985594103,5
28,0.7550643775050777,5
29,0.7557376884859638,5
30,0.7562543557305126,5
31,0.7518676652219668,5
32,0.7528511629046748,5
33,0.7632113869388885,5
34,0.7639346136432181,5
35,0.7562078607889381,5
36,0.7568320283498001,5
37,0.7586606569866274,5
38,0.7504646668019466,5
39,0.7528849239607444,5
40,0.7436434401389622,5
41,0.7447157452360961,5
42,0.7438550646282482,5
43,0.748084929013913,5
44,0.7468596205960882,5
45,0.7476859100949875,5
46,0.7483698255853497,5
47,0.748383570351367,5
48,0.7463794108641023,5
49,0.7456807675314837,5
50,0.7456507091834947,5
51,0.7462796140630149,5
52,0.7487484465788443,5
53,0.7494061457005656,5
54,0.7496573486255049,5
55,0.749050491078455,5
56,0.7491187159693758,5
57,0.7504485936381914,5
58,0.7503619756514364,5
59,0.7354735235373842,5
60,0.737001761984181,5
61,0.7383777337643082,5
62,0.7400304699573466,5
63,0.7389399364895736,5
64,0.7359743870636803,5
65,0.7403203858175992,5
66,0.7396851500801559,5
67,0.7335366646186847,5
68,0.7347003261866134,5
69,0.7341524068761679,5
70,0.7007727764515784,5
71,0.7031854728277815,5
72,0.7037791020162156,5
73,0.6999346691937837,5
74,0.7007460831397986,5
75,0.6999496635501398,5
76,0.6993492419560456,5
77,0.7002390009118495,5
78,0.7002808971547448,5
79,0.7011720384195882,5
80,0.7026967350202347,5
81,0.7032515529411423,5
82,0.7012536846276238,5
83,0.7026887059378885,5
84,0.7040174056731632,5
85,0.7037438640019325,5
86,0.7038666445800077,5
87,0.7029163438949253,5
88,0.7044956617089473,5
89,0.7048519436247324,5
90,0.7043241765172419,5
91,0.7032422968433378,5
92,0.704452608430984,5
93,0.7041881971481181,5
94,0.7061399462682753,5
95,0.7057068304605981,5
96,0.7054344300014581,5
97,0.704356026994494,5
98,0.7047082185537102,5
99,0.7039128160779617,5
100,0.7038624212709409,5
101,0.704034174968647,5
102,0.7036585577016772,5
103,0.7050514908356098,5
104,0.7051869056131551,5
105,0.7111404324712916,5
106,0.7106292341144662,5
107,0.7093698259025293,5
108,0.7101525482823923,5
109,0.7099768139688296,5
110,0.7100818385668656,5
111,0.7100307445967882,5
112,0.7106107405380676,5
113,0.7103581871595659,5
114,0.709824543918768,5
115,0.7116289173073556,5
116,0.7105980381199462,5
117,0.7104405385293185,5
118,0.7115988639707062,5
119,0.7123583175101438,5
120,0.7097024640986439,5
1,1.1044570802729061,6
2,0.8697899434972133,6
3,0.8366677941267595,6
4,0.8211599106229645,6
5,0.813980528345833,6
6,0.8017427012531676,6
7,0.8059524408077795,6
8,0.7952381419998432,6
9,0.7739928323063792,6
10,0.7905145328033877,6
11,0.7763881045061488,6
12,0.7710997634192118,6
13,0.7736120555034953,6
14,0.7720253873364185,6
15,0.7721733123668466,6
16,0.7671900892822006,6
17,0.771445079939706,6
18,0.7719173716484719,6
19,0.7810277951611049,6
20,0.7821925921753158,6
21,0.7816450429795646,6
22,0.7808234197019569,6
23,0.7832852544949259,6
24,0.7869409360028237,6
25,0.7877751408495223,6
26,0.7897068002959727,6
27,0.7616944146812366,6
28,0.760140808685653,6
29,0.7627919348936003,6
30,0.7682136695198512,6
31,0.763895166978876,6
32,0.7641504041028903,6
33,0.7674297400325508,6
34,0.7636963072547925,6
35,0.7649082592083079,6
36,0.7661938507306292,6
37,0.7690858737461508,6
38,0.7586150642588788,6
39,0.7581248719109307,6
40,0.7488484460138387,6
41,0.7534203197230389,6
42,0.748526902873728,6
43,0.7498451504351861,6
44,0.7502499266271099,6
45,0.7490430736072554,6
46,0.7471114367845473,6
47,0.7455373760485156,6
48,0.7494769668415845,6
49,0.7480841832745901,6
50,0.7477806690344718,6
51,0.7491940431010092,6
52,0.7414564692950372,6
53,0.7201315286251927,6
54,0.7168649495978242,6
55,0.7145954803507781,6
56,0.7163801881065498,6
57,0.7220367481845329,6
58,0.7233852423495557,6
59,0.7221396587915443,6
60,0.7223888838537328,6
61,0.7191391179179117,6
62,0.7151583325420892,6
63,0.7178613685752657,6
64,0.7154813785257418,6
65,0.7190147770879184,6
66,0.7168727414842196,6
67,0.7152566613616993,6
68,0.7155533670004336,6
69,0.7153447156065544,6
70,0.7129989568784437,6
71,0.7137190277608539,6
72,0.7124655566645149,6
73,0.7132156262279883,6
74,0.7129401863350691,6
75,0.7180857777020976,6
76,0.7187126015144519,6
77,0.7155502815367125,6
78,0.7124631338195968,6
79,0.7153049794574015,6
80,0.7136969309888783,6
81,0.7163233606511799,6
82,0.7134279795924275,6
83,0.718253583697613,6
84,0.7172480357581426,6
85,0.7185195908310105,6
86,0.7166679615419974,6
87,0.7182117028222949,6
88,0.717446973404742,6
89,0.7163860202592861,6
90,0.7180953995651321,6
91,0.7174611571025961,6
92,0.717879834662083,6
93,0.7182307890917952,6
94,0.7196034676460535,6
95,0.717530698328047,6
96,0.719101620362358,6
97,0.7177964767566976,6
98,0.7172873527398879,6
99,0.7209464600847444,6
100,0.719607344868168,6
101,0.7203430577800903,6
102,0.7186820740797051,6
103,0.718360609068162,6
104,0.7200434821827216,6
105,0.7197542771825407,6
106,0.7201289467164357,6
107,0.7195300012342595,6
108,0.7195020476604328,6
109,0.7201437372078167,6
110,0.7173742996863417,6
111,0.7186379085583102,6
112,0.7186230399398793,6
113,0.7183734768064978,6
114,0.7185518279224774,6
115,0.7181028770320862,6
116,0.7208719928268665,6
117,0.7194064206536487,6
118,0.7194826603113487,6
119,0.7197458861859581,6
120,0.7177907223103418,6
1,1.1889283196994669,7
2,0.8501653494312561,7
3,0.85621908511891,7
4,0.8371929151776397,7
5,0.7899076658751314,7
6,0.7706557820989954,7
7,0.8259942922832967,7
8,0.8150624220318103,7
9,0.8109489743493543,7
10,0.7757003446027345,7
11,0.7780885744064513,7
12,0.7719396178726734,7
13,0.7802023826496399,7
