generation,best_rmse,avg_rmse,worst_rmse
1,0.5784281913418776,0.6260056546088001,0.6878805366331794
2,0.5778716334995492,0.6014029822183385,0.6634372225601771
3,0.5778716334995492,0.5947602195933203,0.6514112201556325
4,0.5730929101615797,0.5962438449359659,0.6781557557982246
5,0.5729568381569426,0.595476504367163,0.6639657728603089
6,0.5667286989689996,0.5981480145331758,0.6765055645540329
7,0.5544884562910445,0.5916262213222497,0.6673598940536221
8,0.5452226417604438,0.5984542250811868,0.6729548272549709
9,0.5436463878838057,0.5931548064573215,0.6632626162872657
10,0.5430039930806215,0.5858505020549304,0.6760899994505878
11,0.5412916023927239,0.5776790570250404,0.6711960787081513
12,0.5379248945717205,0.5875437547036836,0.6643943849499566
13,0.5375434681310647,0.5770519490713328,0.6726915402326751
14,0.5375434681310647,0.5720378928680877,0.6952902912458342
15,0.5366447453726096,0.569404173144399,0.675314601155276
16,0.535683285487481,0.5655195305288413,0.6606102351734991
17,0.5335317230063102,0.5652348336101511,0.6746647885746776
18,0.529786019418547,0.5629014115373517,0.6708006327644055
19,0.529786019418547,0.5631661150291931,0.6568337878800153
20,0.5276239831725961,0.5665970801879113,0.6724175622120483
21,0.5276239831725961,0.5656904506659561,0.6603960356397215
22,0.5276239831725961,0.5670905827181184,0.692962741657968
23,0.5276239831725961,0.5632705933045412,0.6553064345742224
24,0.5270952639581714,0.5622078543170098,0.682930885957916
25,0.5270952639581714,0.5643464249748902,0.6658751199386957
26,0.5246571334324388,0.5619307480171388,0.6711401632792712
27,0.5246571334324388,0.5697084435446502,0.6945244152762922
28,0.5246571334324388,0.5611231791865542,0.6470646992178108
29,0.5246571334324388,0.5622142885700847,0.6630625591725665
30,0.5246571334324388,0.5622850297937727,0.6595763779041847
31,0.5223120570675566,0.5569158943896582,0.6692743313457357
32,0.5223120570675566,0.5553471611178507,0.6453817707640832
33,0.5223120570675566,0.5636801222317719,0.6721662286477925
34,0.5223120570675566,0.5585319488213204,0.6566687522924454
35,0.5209115314417441,0.5611089125242268,0.6696049006311332
36,0.5189966544655867,0.5595426534462352,0.6538362996177877
37,0.5189966544655867,0.554201802946164,0.6533991734062086
38,0.5189966544655867,0.5551271585664624,0.6523945008155234
39,0.5189966544655867,0.5556782245376682,0.6749745489341666
40,0.5189966544655867,0.5539878977776037,0.6591446039361505
41,0.5189966544655867,0.5601670924240022,0.6503331897502667
42,0.5189966544655867,0.5528565144716956,0.6634923524433134
