rmse,n_days,day_set
0.8432393956958215,2,180146_2024-10-18;102016_2024-09-25
0.8432393956958215,2,180146_2024-10-18;102016_2024-09-25
0.8432393956958215,2,180146_2024-10-18;102016_2024-09-25
0.8432393956958215,2,180146_2024-10-18;102016_2024-09-25
