generation,best_net_cost,avg_net_cost,worst_net_cost
1,10.807209897513996,10.812262913389493,10.817208952816191
2,10.807209897513996,10.811463807584005,10.81649052357631
3,10.80528568030824,10.809480948453796,10.813624268308477
4,10.80528568030824,10.80888467826304,10.812798322356654
5,10.804536603631153,10.808316964756402,10.8129660935754
6,10.80451000122992,10.807757817873991,10.812210951480775
7,10.802808920099562,10.807078527165796,10.811353070019928
8,10.802137159562978,10.806706280855693,10.817625072281265
9,10.802137159562978,10.806812107229867,10.813815078069577
