generation,best_net_cost,avg_net_cost,worst_net_cost
1,10.805530281424508,10.812189043501242,10.817421543541201
2,10.805530281424508,10.810681782922341,10.816602136738712
3,10.80350227233052,10.808390344367783,10.814402743967095
4,10.80350227233052,10.807055940565183,10.812282747743478
5,10.80350227233052,10.807347048888161,10.813606804043776
6,10.800797958298698,10.80619669063065,10.811694305329135
7,10.800797958298698,10.806461720108029,10.813863090012218
8,10.800797958298698,10.806815678442309,10.818674269238011
9,10.800797958298698,10.805877420145228,10.812047713417524
