family,target,fold_id,household_id,timestep,ev_key,y_true,y_pred
rf,base_load,fold_1,5,38,,0.748374551,0.43197775170077374
rf,base_load,fold_1,5,39,,1.124830488,0.8992552117841663
rf,base_load,fold_1,5,40,,1.524823782,1.2331071968792857
rf,base_load,fold_1,5,41,,1.492353571,1.9066251058212695
rf,base_load,fold_1,5,42,,1.585935838,1.1713039590442857
rf,base_load,fold_1,5,43,,1.886249839,1.580206920059354
rf,base_load,fold_1,5,44,,2.810162036,1.532888405227944
rf,base_load,fold_1,5,45,,2.812572489,2.2240021370183336
rf,base_load,fold_1,5,46,,2.794706783,1.7968708709289931
rf,base_load,fold_1,5,47,,2.609101954,2.4289271304685283
rf,base_load,fold_1,5,48,,3.825671421,2.065611178762361
rf,base_load,fold_1,5,49,,5.812734884,3.509385842927619
rf,base_load,fold_1,5,50,,3.934283567,4.345084544851667
