candidate_set,rmse,rmse_20_loads,net_cost,horizon_pooled_avg,horizon_bucket_avg,timestep_pooled_avg,timestep_bucket_avg,horizon_bucket_1_avg,horizon_bucket_2_avg,horizon_bucket_3_avg,horizon_bucket_4_avg,horizon_bucket_5_avg,horizon_bucket_6_avg,horizon_bucket_7_avg,horizon_bucket_8_avg,horizon_bucket_9_avg,horizon_bucket_10_avg,horizon_bucket_12_avg,horizon_bucket_14_avg,horizon_bucket_16_avg,horizon_bucket_18_avg,horizon_bucket_20_avg,horizon_bucket_25_avg,horizon_bucket_32_avg,horizon_bucket_38_avg,horizon_bucket_42_avg,horizon_bucket_50_avg,horizon_bucket_58_avg,horizon_bucket_64_avg,horizon_bucket_72_avg,horizon_bucket_88_avg,horizon_bucket_96_avg,timestep_bucket_1_avg,timestep_bucket_2_avg,timestep_bucket_3_avg,timestep_bucket_4_avg,timestep_bucket_5_avg,timestep_bucket_6_avg,timestep_bucket_7_avg,timestep_bucket_8_avg,timestep_bucket_9_avg,timestep_bucket_10_avg,timestep_bucket_12_avg,timestep_bucket_14_avg,timestep_bucket_16_avg,timestep_bucket_18_avg,timestep_bucket_20_avg,timestep_bucket_25_avg,timestep_bucket_32_avg,timestep_bucket_38_avg,timestep_bucket_42_avg,timestep_bucket_50_avg,timestep_bucket_58_avg,timestep_bucket_64_avg,timestep_bucket_72_avg,timestep_bucket_88_avg,timestep_bucket_96_avg
100354_2023-07-21;100354_2024-06-25;100707_2023-01-01;100707_2023-07-04;100707_2024-06-02;102016_2024-03-08;102016_2024-04-10;104481_2023-09-01;104481_2024-05-05;104481_2024-07-30;105366_2023-09-05;106298_2023-02-04;106298_2024-11-17;106793_2023-03-14;106793_2024-06-14;107448_2024-01-07;107448_2024-08-07;107448_2024-08-12;108517_2023-04-24;108517_2024-07-01;110260_2023-01-06;110260_2024-06-10;113377_2024-01-08;113377_2024-06-26;115937_2024-05-17;116320_2023-01-28;116320_2023-08-02;116320_2024-05-09;120517_2023-03-07;120517_2024-07-01;120517_2024-10-01;121500_2023-10-23;121500_2024-01-25;123129_2023-08-08;125463_2023-06-28;125463_2023-09-25;127225_2023-05-30;127225_2023-12-05;127524_2024-01-23;127524_2024-10-18;130253_2023-07-26;130253_2024-03-03;130253_2024-08-31;132256_2023-12-01;132256_2024-03-31;132967_2023-11-03;132967_2024-08-07;133996_2024-08-30;136407_2023-10-16;140649_2023-04-24;140649_2023-11-22;142999_2023-05-01;142999_2023-06-29;142999_2024-06-11;146624_2023-04-28;146624_2024-05-28;151683_2023-10-20;151740_2023-10-14;152601_2024-08-01;157904_2023-03-28;157904_2023-03-31;157904_2024-01-23;160216_2023-01-17;160216_2024-06-07;160431_2023-03-27;161573_2023-02-25;163595_2024-05-08;164897_2023-08-13;166084_2023-08-04;166206_2023-01-05;167494_2024-06-30;167494_2024-10-26;169310_2024-03-17;169310_2024-06-28;170013_2024-06-23;172262_2024-02-12;172262_2024-03-18;172510_2024-01-06;172510_2024-05-07;174968_2023-02-25,0.66357,0.49681,10.81309,0.95383,1.0123,0.95383,0.89872,0.0,0.48312,0.63473,0.67935,0.71327,0.7357,0.74937,0.7649,0.78144,0.79703,0.83562,0.86709,0.88797,0.91011,0.92524,0.95348,0.99178,1.01538,1.02601,1.05176,1.09051,1.11418,1.20097,1.21841,0.85855,0.90967,0.90178,0.91315,0.92278,0.96406,0.94445,0.94999,0.96805,0.93175,0.93549,0.94184,0.9884,0.9563,0.97595,0.97085,1.01619,0.94264,0.95137,0.94409,0.96236,0.93136,0.96549,0.91808,0.73957,0.0
100354_2023-08-02;100707_2023-01-07;100707_2024-06-02;102016_2024-03-27;104481_2024-05-05;106298_2023-08-01;106298_2024-03-13;106298_2024-08-12;106298_2024-08-18;106793_2023-06-04;108517_2023-07-12;108517_2023-08-02;108517_2023-12-09;108795_2023-07-29;108795_2023-12-14;110260_2023-01-06;110260_2023-12-25;112377_2023-02-13;112377_2024-01-18;112377_2024-05-22;113377_2023-08-10;113377_2024-08-17;116320_2023-01-28;116320_2024-04-04;118984_2024-12-11;123129_2023-03-14;123129_2024-08-11;125463_2023-09-25;125463_2023-11-25;125463_2023-12-21;127524_2024-12-28;128843_2023-03-22;129071_2023-04-09;129071_2024-01-30;129071_2024-08-11;132256_2023-12-01;132967_2023-11-03;132967_2024-02-20;132967_2024-11-28;132967_2024-11-29;133165_2024-02-02;133165_2024-03-19;133996_2023-04-02;133996_2023-04-20;136407_2023-03-14;136407_2023-09-24;136407_2024-09-22;140649_2023-04-24;142975_2024-06-07;144492_2023-05-06;146624_2023-08-08;147147_2023-10-10;147147_2024-01-18;152601_2024-08-27;155209_2023-01-10;155209_2023-01-16;155209_2023-07-18;155209_2024-11-15;161573_2023-04-21;161573_2023-12-20;161573_2024-08-23;163595_2023-08-18;163817_2023-02-09;164897_2024-11-16;165786_2023-02-16;165786_2024-11-22;166084_2023-09-19;166084_2024-01-13;166084_2024-10-08;166206_2023-01-05;166206_2023-07-12;167494_2024-02-26;169310_2023-06-02;170013_2023-06-07;170013_2024-11-10;171530_2024-03-17;171530_2024-05-02;172262_2024-01-06;172510_2024-09-26;174968_2024-04-14,0.6523,0.50135,10.8111,0.96044,1.01949,0.96044,0.89889,0.0,0.48638,0.62727,0.67968,0.71629,0.7387,0.76045,0.78697,0.80903,0.82941,0.86823,0.89278,0.9058,0.92634,0.9369,0.94734,0.99771,1.01712,1.02582,1.0569,1.09796,1.11842,1.20022,1.23129,0.90713,0.92495,0.93124,0.93088,0.9336,1.02192,0.992,0.99159,0.99538,0.94592,0.94158,0.94468,1.01276,0.95674,0.96346,0.97114,1.00305,0.99029,0.92671,0.91975,0.96135,1.00558,1.00752,0.92703,0.7118,0.0
100354_2023-08-02;100354_2024-06-25;100707_2023-07-28;100707_2024-12-03;105366_2024-07-06;106298_2023-05-06;106298_2023-11-11;106298_2024-08-18;106793_2024-06-14;106793_2024-09-15;107448_2023-11-16;107448_2024-07-03;108517_2023-05-01;108517_2023-12-09;108517_2024-05-21;108517_2024-07-13;108795_2024-06-13;108795_2024-11-23;110260_2024-12-09;113377_2024-08-24;115937_2024-05-17;115937_2024-06-30;121500_2023-08-12;121500_2024-01-25;123129_2023-10-10;125463_2023-06-17;127524_2024-12-28;128843_2023-03-22;129071_2023-05-02;129071_2024-10-24;130253_2024-05-06;130253_2024-05-14;132256_2024-03-31;132967_2023-02-03;132967_2023-09-22;132967_2023-11-12;132967_2023-12-02;133165_2024-03-01;133165_2024-03-19;133996_2023-03-03;133996_2023-04-02;133996_2023-04-20;136407_2023-03-14;136407_2023-05-07;136407_2023-09-24;136407_2023-09-30;138414_2024-02-24;140211_2023-03-17;140649_2023-02-05;140649_2023-04-24;142999_2024-06-11;147049_2023-08-22;147049_2024-11-03;147147_2023-11-10;147147_2024-08-31;151683_2024-05-09;155209_2024-11-15;157904_2023-02-24;160431_2023-04-18;161573_2023-04-21;161573_2023-09-11;163595_2023-02-04;163817_2023-02-09;163817_2023-07-05;164897_2023-01-29;164897_2024-08-06;164897_2024-10-30;165786_2023-02-10;165786_2023-10-16;165786_2024-04-08;166084_2023-02-20;167494_2024-01-08;168165_2023-08-25;169310_2023-01-03;169310_2024-06-28;169310_2024-07-01;169310_2024-10-03;171530_2023-06-06;174968_2023-10-16;174968_2024-04-14,0.7095,0.52241,10.81424,0.95795,1.01762,0.95795,0.89983,0.0,0.518,0.62877,0.68213,0.7154,0.73028,0.7432,0.75494,0.77104,0.78691,0.81852,0.84434,0.86576,0.88722,0.90948,0.95708,1.00467,1.02972,1.04617,1.07284,1.10738,1.12361,1.20065,1.22079,0.85935,0.89476,0.90338,0.92738,0.93344,0.93952,0.93928,0.9506,0.96111,0.94094,0.94418,0.95388,0.97077,0.95861,0.97319,0.97241,1.00875,0.99119,0.98212,0.96408,0.9584,0.89549,0.93595,0.94556,0.74307,0.0
100354_2024-04-27;100354_2024-06-25;100354_2024-12-28;100707_2023-01-01;102016_2023-07-20;102016_2024-03-27;104481_2024-01-19;105366_2023-09-16;106793_2023-04-10;106793_2023-09-21;106793_2024-09-15;107448_2023-02-24;107448_2024-10-21;108517_2023-04-24;108517_2024-05-30;108795_2024-06-13;112377_2023-01-26;113377_2024-01-08;116320_2023-08-02;116320_2024-06-14;121555_2023-10-09;123129_2023-03-09;123129_2023-07-13;123129_2024-07-05;125463_2023-11-25;125463_2024-03-27;127524_2024-04-05;127524_2024-09-05;127524_2024-10-18;129071_2024-08-11;130253_2023-02-09;132256_2023-12-01;132256_2024-12-13;132967_2024-08-07;132967_2024-08-12;133165_2024-02-02;133165_2024-08-03;133165_2024-08-16;133165_2024-11-27;133996_2023-04-02;133996_2024-11-02;136407_2024-08-01;138414_2023-10-18;138414_2024-02-24;140211_2023-03-17;142975_2023-11-02;142975_2024-09-28;142999_2023-06-29;144492_2023-12-08;144492_2024-06-12;146624_2023-01-11;147049_2023-11-20;147049_2024-04-11;151740_2023-01-09;151740_2024-12-21;152601_2024-08-27;155209_2024-07-16;160216_2024-03-06;160216_2024-08-22;160431_2023-03-01;160431_2023-03-27;161573_2024-11-23;163329_2023-03-29;163817_2024-02-14;164897_2023-03-26;164897_2023-08-13;164897_2024-10-30;165786_2023-02-16;166084_2023-01-05;166084_2023-08-10;167494_2024-03-08;169310_2023-06-02;169310_2023-08-08;169310_2024-07-01;170013_2024-06-23;172262_2024-11-20;172510_2023-03-10;172510_2023-12-22;172510_2024-09-26;172510_2024-12-21,0.66623,0.49836,10.81098,0.99012,1.03853,0.99012,0.93407,0.0,0.49426,0.63237,0.69433,0.7375,0.75945,0.77576,0.79154,0.8056,0.81881,0.85916,0.90374,0.92878,0.96021,0.98216,1.02126,1.049,1.06954,1.08657,1.10617,1.12065,1.11372,1.18593,1.20598,0.91315,0.96252,0.96328,0.9612,0.96139,0.96072,0.95953,0.96082,0.96641,0.9577,0.95912,0.96291,0.96666,0.96921,0.9746,0.98008,1.00664,1.02913,1.04529,1.05082,1.03411,0.96021,1.00051,0.98086,0.73218,0.0
100354_2023-03-02;100354_2024-03-09;104481_2023-08-15;106793_2023-09-21;107448_2023-02-24;107448_2023-08-23;108517_2024-07-01;108517_2024-07-13;110260_2023-01-06;110260_2023-06-23;112377_2023-01-26;112377_2023-02-13;113377_2023-08-10;116320_2023-08-02;116320_2024-12-14;118984_2024-12-11;120517_2023-04-01;121500_2023-05-20;121500_2023-10-10;121500_2024-02-02;121555_2024-03-09;123129_2023-10-10;123129_2024-02-01;125463_2023-06-17;125463_2023-10-09;125463_2024-03-27;127225_2024-06-02;127524_2024-10-18;129071_2023-10-25;129071_2024-01-30;129071_2024-10-24;130253_2023-02-09;130253_2023-05-03;130253_2023-07-26;132967_2024-08-12;133165_2024-03-01;133165_2024-11-27;133996_2023-04-02;136407_2023-03-14;136407_2023-09-30;136407_2023-10-01;138414_2023-11-03;139410_2024-07-16;140211_2024-06-18;140649_2023-01-20;140649_2023-11-22;142975_2023-08-21;142999_2023-06-29;146624_2023-08-26;146624_2024-05-28;147049_2024-04-11;147147_2023-11-10;151683_2023-10-20;151683_2024-09-19;151740_2023-03-12;152601_2024-11-18;157904_2023-11-11;157904_2024-05-25;160216_2024-03-06;161573_2023-04-07;163329_2023-11-20;163595_2024-05-08;164897_2023-03-26;164897_2024-11-16;165786_2024-06-04;165786_2024-09-04;165786_2024-11-22;166084_2023-01-03;166084_2024-01-13;166206_2024-09-27;166206_2024-10-22;170013_2024-11-10;171530_2023-06-06;171530_2024-05-02;171530_2024-09-18;172262_2023-11-11;172262_2024-02-12;172510_2024-01-06;172510_2024-12-24;174968_2023-10-16,0.61117,0.4806,10.81473,0.96299,1.02036,0.96299,0.90301,0.0,0.48202,0.62255,0.68475,0.72402,0.74751,0.76696,0.78859,0.79945,0.81012,0.83786,0.85795,0.87902,0.91101,0.92847,0.96281,1.00349,1.02872,1.04779,1.07523,1.10675,1.11821,1.20618,1.23202,0.84758,0.90554,0.90143,0.91288,0.916,0.95091,0.9776,0.98149,1.00431,0.92501,0.92856,0.95526,0.97428,0.94992,0.9791,0.974,1.01519,0.98513,0.99796,0.99995,0.95174,0.88669,0.97641,0.94439,0.72987,0.0
100707_2023-01-01;100707_2023-09-06;102016_2023-07-18;104481_2023-08-15;105366_2023-09-05;106298_2023-04-26;106793_2023-06-09;106793_2023-09-21;107448_2023-02-24;107448_2024-01-07;107448_2024-10-09;108517_2023-04-24;112377_2023-02-13;112377_2023-10-18;113377_2024-06-26;113377_2024-08-17;115937_2023-03-01;118984_2024-12-11;120517_2023-04-01;120517_2024-11-08;121500_2024-02-24;121500_2024-12-01;121555_2023-02-14;121555_2024-08-19;123129_2023-07-13;125463_2024-07-05;127225_2024-09-15;127524_2024-03-16;127524_2024-09-05;128843_2024-05-06;129071_2023-04-09;130253_2024-05-06;132967_2023-02-02;132967_2023-12-31;133165_2023-08-22;133996_2023-04-02;133996_2023-10-02;136407_2023-09-24;136407_2023-10-16;136407_2024-08-01;140211_2024-06-18;144492_2023-06-20;147049_2023-04-04;147049_2024-01-27;147049_2024-04-22;147049_2024-11-03;147049_2024-12-20;147147_2024-08-31;151740_2023-03-12;152601_2023-01-18;152601_2023-11-27;155209_2023-01-10;155209_2023-07-18;155209_2023-09-05;155209_2024-07-16;155209_2024-11-15;160216_2023-03-29;160216_2023-04-09;160431_2024-05-28;161573_2024-05-27;161573_2024-07-23;163329_2023-03-29;163595_2024-09-22;163817_2023-02-09;163817_2024-02-14;163817_2024-05-09;164897_2023-12-12;166084_2023-01-05;166206_2024-09-27;167494_2023-08-27;167494_2024-10-26;169310_2023-12-13;170013_2023-11-17;171530_2023-03-22;171530_2024-03-17;172262_2024-02-24;172262_2024-05-27;172262_2024-11-20;172510_2024-01-06;174968_2023-10-28,0.67994,0.49256,10.8137,0.95903,1.0295,0.95903,0.89595,0.0,0.49431,0.63788,0.67821,0.71151,0.72623,0.74174,0.7543,0.76624,0.77926,0.80628,0.83632,0.86003,0.88394,0.90557,0.93637,0.99909,1.01955,1.02862,1.05646,1.11199,1.16211,1.25582,1.28143,0.86038,0.89877,0.90619,0.9091,0.94409,0.96596,0.95567,0.95234,0.96525,0.97034,0.97196,0.98101,1.00022,0.98198,0.99529,1.00015,1.07761,0.9607,0.9141,0.91868,0.91511,0.88707,0.94229,0.88325,0.74514,0.0
100354_2023-08-19;100354_2023-12-02;100707_2024-04-14;102016_2024-06-29;106298_2023-08-01;106298_2024-11-17;106793_2023-06-04;107448_2023-10-19;107448_2023-11-02;107448_2024-10-21;108517_2024-04-07;110260_2024-01-11;113377_2024-08-24;115937_2023-03-01;115937_2024-06-30;115937_2024-10-13;118984_2024-12-11;120517_2023-03-07;120517_2024-08-07;120517_2024-08-08;121500_2023-03-22;121500_2024-12-01;121555_2023-10-09;121555_2024-03-09;123129_2024-02-01;123129_2024-06-13;125463_2023-11-30;127225_2023-05-09;127225_2024-06-27;127225_2024-07-07;128843_2023-04-02;128843_2024-02-22;129071_2024-01-30;130253_2024-05-14;132967_2023-09-22;132967_2024-07-16;133165_2023-08-22;133165_2024-10-17;133996_2023-06-12;138414_2024-04-18;139410_2024-07-16;140211_2023-03-17;140211_2023-04-23;144492_2023-05-06;144492_2023-12-08;147049_2023-11-20;147049_2024-01-27;147049_2024-04-22;151740_2023-01-09;152601_2023-10-21;152601_2024-12-21;155209_2023-01-10;155209_2023-01-16;155209_2024-07-16;155209_2024-11-15;157904_2023-11-11;157904_2024-01-23;160216_2023-10-14;160216_2024-02-23;160216_2024-06-28;161573_2023-04-21;161573_2023-09-11;161573_2024-05-27;161573_2024-07-23;163817_2024-01-21;164897_2023-12-12;164897_2024-10-30;165786_2023-10-16;166084_2024-09-23;167494_2023-08-27;167494_2023-11-16;167494_2024-01-08;167494_2024-02-26;169310_2024-06-28;169310_2024-10-05;171530_2023-06-20;171530_2024-06-13;172262_2024-11-20;172510_2024-12-21;174968_2023-08-16,0.689,0.50308,10.81978,0.95986,1.01679,0.95986,0.91463,0.0,0.50604,0.64131,0.69706,0.73387,0.75397,0.77219,0.78531,0.79781,0.81083,0.83776,0.86372,0.8868,0.90364,0.92702,0.95847,1.00269,1.02315,1.03751,1.06257,1.09312,1.11201,1.19767,1.2162,0.84748,0.88834,0.90225,0.92362,0.93545,0.93938,0.92773,0.94426,0.95315,0.9349,0.93842,0.9504,0.97216,0.9594,0.96922,0.97286,1.0182,0.94939,0.96881,0.96061,0.9705,0.92605,0.96116,0.97758,0.82382,0.0
100354_2023-03-02;100354_2023-08-02;100707_2024-07-11;100707_2024-12-18;102016_2024-10-15;104481_2023-11-01;105366_2024-07-06;106298_2023-06-14;106298_2023-11-11;106298_2024-11-17;107448_2023-10-19;108795_2023-07-29;108795_2024-11-23;110260_2023-06-23;110260_2023-12-25;112377_2023-01-26;113377_2024-08-13;116320_2024-12-14;118984_2024-06-15;118984_2024-12-11;120517_2024-10-01;121500_2024-01-25;121555_2024-03-31;123129_2024-06-13;123129_2024-07-05;125463_2023-06-17;127225_2023-05-02;127524_2023-02-12;127524_2024-09-05;128843_2023-03-22;128843_2023-04-02;128843_2023-04-05;128843_2023-04-13;128843_2024-05-06;130253_2024-03-03;130253_2024-05-14;132967_2023-02-02;132967_2023-12-31;132967_2024-11-29;133165_2024-08-16;133165_2024-08-21;133996_2023-04-20;138414_2023-11-03;139410_2023-03-21;140649_2023-01-20;142975_2023-01-19;142975_2023-04-09;142999_2023-06-29;144492_2023-06-20;144492_2023-12-08;146624_2023-03-10;147049_2024-01-27;147147_2023-06-07;147147_2023-11-02;151683_2024-05-09;151740_2023-10-14;152601_2023-02-14;152601_2023-10-21;155209_2023-01-10;155209_2023-09-05;157904_2024-01-23;157904_2024-02-10;160431_2024-05-11;163329_2024-08-29;163595_2023-08-18;163817_2023-10-03;163817_2024-06-23;164897_2023-01-29;164897_2023-12-12;166084_2023-01-03;166084_2023-09-19;166206_2023-01-05;168165_2023-03-10;169310_2024-10-03;170013_2023-10-01;170013_2024-06-23;172262_2024-01-06;172262_2024-05-27;172510_2024-12-21;174968_2024-05-19,0.61306,0.50511,10.81078,0.96037,1.02186,0.96037,0.89886,0.0,0.49907,0.62893,0.67286,0.70454,0.72278,0.74667,0.76999,0.79011,0.81207,0.84447,0.87378,0.89268,0.91373,0.93013,0.94175,0.99346,1.02092,1.03754,1.0622,1.10503,1.13133,1.21927,1.24857,0.85032,0.90923,0.90928,0.92667,0.93255,1.00834,0.98922,0.99226,1.0056,0.96852,0.94685,0.96172,0.97743,0.9633,0.97904,0.98069,1.01247,0.99537,0.95272,0.9303,0.92667,0.92407,0.98194,0.96969,0.70942,0.0
100354_2023-03-02;100354_2024-04-27;100707_2024-06-02;102016_2023-07-18;102016_2024-03-08;102016_2024-11-04;104481_2024-05-05;105366_2024-07-06;106298_2024-08-18;106793_2023-04-10;106793_2024-06-14;106793_2024-09-15;107448_2023-08-23;107448_2024-07-03;107448_2024-10-21;108517_2023-04-24;108517_2023-08-02;108517_2024-05-27;108795_2023-07-29;110260_2024-02-01;112377_2023-02-13;113377_2024-01-08;116320_2023-01-28;120517_2024-08-07;120517_2024-10-01;121500_2023-05-20;123129_2023-07-13;123129_2023-10-10;123129_2024-08-26;125463_2023-10-15;125463_2023-11-30;127225_2023-03-14;127225_2023-05-09;127225_2024-07-07;127225_2024-11-10;127524_2024-10-18;128843_2023-04-13;128843_2024-06-27;129071_2024-08-11;130253_2023-02-09;133165_2024-02-02;133165_2024-03-01;133165_2024-10-17;136407_2023-05-07;136407_2023-12-20;136407_2024-09-22;138414_2024-04-18;138414_2024-11-09;140211_2023-06-14;140211_2023-11-11;142975_2024-06-07;146624_2024-05-28;147049_2023-11-20;147049_2024-04-11;147049_2024-08-15;151683_2023-03-15;152601_2023-02-14;157904_2023-03-31;160216_2024-03-06;160431_2024-10-28;161573_2024-02-04;161573_2024-05-27;161573_2024-08-06;163329_2023-11-20;163595_2024-05-08;163817_2024-01-26;164897_2023-03-26;164897_2023-07-03;164897_2024-08-06;165786_2023-02-16;165786_2024-04-08;165786_2024-06-04;166084_2024-08-23;166206_2023-01-05;167494_2024-01-08;167494_2024-10-26;172262_2024-02-24;172510_2023-08-20;172510_2024-01-21;174968_2024-04-14,0.68656,0.49683,10.81428,0.9644,1.02603,0.9644,0.91185,0.0,0.49327,0.64331,0.69334,0.7205,0.73917,0.7564,0.76839,0.78054,0.79397,0.82428,0.84752,0.86858,0.89436,0.91511,0.952,1.0081,1.03756,1.05533,1.07971,1.10741,1.13268,1.22547,1.2428,0.83879,0.8953,0.88531,0.89795,0.92291,0.92556,0.92616,0.93757,0.94383,0.92952,0.93568,0.94941,0.97108,0.96816,0.97699,0.99561,1.04737,0.97456,0.99193,0.98339,0.96307,0.89221,0.97932,0.96277,0.80933,0.0
100354_2023-03-02;102016_2024-03-27;104481_2023-08-15;105366_2023-01-03;106298_2024-08-12;107448_2023-02-24;107448_2023-09-20;107448_2024-01-07;108517_2024-05-27;110260_2023-06-23;110260_2024-01-11;112377_2023-01-26;112377_2023-02-13;113377_2024-01-04;113377_2024-06-26;116320_2024-04-04;116320_2024-06-20;118984_2024-06-15;120517_2024-08-07;121500_2023-05-20;121500_2023-10-23;123129_2023-03-09;125463_2023-06-28;125463_2023-10-15;127524_2024-03-16;128843_2024-06-27;130253_2023-07-26;130253_2024-03-03;132256_2024-03-31;132967_2023-11-12;133165_2024-10-17;136407_2023-03-14;139410_2024-07-16;140211_2023-03-17;140649_2024-06-14;142975_2024-09-28;146624_2023-08-26;147049_2024-04-17;147049_2024-11-03;147147_2023-05-14;147147_2023-11-10;147147_2024-01-18;147147_2024-08-31;151740_2023-01-09;151740_2024-04-21;152601_2024-11-18;155209_2024-07-16;157904_2024-05-25;160216_2024-03-06;160216_2024-03-08;160216_2024-09-21;160431_2023-03-01;161573_2023-02-25;161573_2024-08-23;163329_2023-06-28;163595_2024-02-27;163595_2024-09-22;163817_2024-05-09;164897_2023-01-29;164897_2024-03-01;164897_2024-08-06;165786_2023-02-16;165786_2024-11-22;166084_2023-01-05;166084_2023-02-20;166084_2024-04-26;166084_2024-09-20;166206_2024-10-22;167494_2023-07-05;167494_2024-02-26;168165_2024-05-28;168165_2024-06-18;169310_2023-06-10;169310_2023-10-10;170013_2024-05-20;171530_2023-06-20;171530_2024-03-17;171530_2024-09-18;172262_2024-09-18;172262_2024-11-20,0.6827,0.4753,10.80768,0.97499,1.03041,0.97499,0.92879,0.0,0.47621,0.6411,0.70097,0.74168,0.76518,0.79198,0.80693,0.8167,0.83523,0.87342,0.89092,0.9036,0.92235,0.93942,0.97435,1.01968,1.03514,1.05474,1.08158,1.11211,1.12129,1.20677,1.23059,0.85765,0.9269,0.92786,0.93247,0.93383,0.93929,0.94276,0.93959,0.95312,0.94104,0.9426,0.94785,0.96602,0.96082,0.9696,0.98138,1.0123,1.00345,0.99792,0.99614,1.00294,0.92995,1.00982,0.98895,0.80511,0.0
100354_2024-04-27;100354_2024-06-25;100707_2023-07-20;102016_2024-11-04;104481_2023-09-01;104481_2024-01-19;105366_2023-09-16;105366_2024-01-02;106298_2023-02-04;106793_2024-06-13;107448_2023-08-23;107448_2023-09-20;107448_2023-10-19;107448_2024-07-03;107448_2024-10-21;108795_2023-12-14;108795_2024-05-15;110260_2023-01-06;110260_2023-06-23;110260_2024-06-10;115937_2024-05-17;118984_2024-12-11;120517_2023-11-28;120517_2024-11-08;121555_2023-10-09;121555_2024-08-19;123129_2023-03-09;125463_2023-11-30;127225_2024-11-10;127524_2024-03-16;127524_2024-04-05;127524_2024-10-18;128843_2023-11-19;129071_2023-04-09;129071_2023-10-25;129071_2024-07-19;129071_2024-12-19;130253_2023-02-09;130253_2024-05-14;130253_2024-05-17;132967_2024-02-20;132967_2024-08-12;132967_2024-11-28;133996_2023-04-02;136407_2023-03-14;138414_2024-04-18;139410_2024-07-16;140211_2023-06-14;140649_2023-11-22;140649_2023-12-03;142975_2023-10-18;142975_2024-09-28;142975_2024-12-10;146624_2024-05-25;147049_2023-12-19;147147_2024-01-18;151683_2024-09-19;157904_2023-11-11;157904_2024-01-23;160216_2023-10-14;160216_2024-08-22;160431_2024-10-28;161573_2023-02-25;161573_2023-04-07;163329_2024-09-29;163595_2024-02-27;163817_2024-05-09;164897_2024-07-09;165786_2023-09-07;166084_2024-08-23;166206_2024-09-14;167494_2023-07-05;167494_2024-03-08;167494_2024-06-22;167494_2024-06-30;167494_2024-11-16;168165_2024-01-17;169310_2024-10-05;170013_2024-06-23;171530_2024-06-13,0.66421,0.48705,10.81053,0.98452,1.03409,0.98452,0.93332,0.0,0.49032,0.62817,0.68342,0.72276,0.75291,0.78267,0.80832,0.83466,0.85277,0.8789,0.90099,0.91924,0.94138,0.96103,1.00846,1.04049,1.0571,1.07388,1.09451,1.11308,1.11205,1.18888,1.20941,0.88824,0.94386,0.9435,0.94968,0.95276,0.95791,0.95103,0.95551,0.95772,0.95239,0.9534,0.95788,0.96724,0.96744,0.97131,0.98126,1.00248,1.01311,1.02387,1.02705,1.01635,0.96198,1.01348,0.99399,0.7689,0.0
100354_2023-03-02;100354_2023-06-07;100354_2024-04-27;100354_2024-06-25;102016_2024-06-29;104481_2023-11-01;104481_2024-07-30;105366_2023-09-05;106298_2024-08-12;106793_2024-06-14;108517_2023-06-11;108517_2024-07-13;108795_2024-11-23;110260_2023-12-25;112377_2023-10-18;113377_2024-01-04;113377_2024-08-17;116320_2024-06-12;116320_2024-06-14;116320_2024-12-14;118984_2023-04-25;120517_2024-08-08;121500_2023-05-20;123129_2023-07-13;123129_2023-08-08;127225_2023-05-02;127225_2023-05-30;127225_2023-08-28;127225_2023-12-05;127524_2024-07-02;127524_2024-09-05;128843_2023-04-02;128843_2023-11-19;128843_2024-05-06;130253_2023-02-09;130253_2024-05-17;132967_2023-12-02;132967_2023-12-31;132967_2024-02-20;133165_2024-08-16;133165_2024-10-17;133165_2024-11-27;133996_2024-11-02;136407_2023-03-14;136407_2023-10-16;136407_2024-08-01;138414_2024-02-24;139410_2023-07-18;142975_2024-06-07;142999_2023-06-08;144492_2023-09-22;146624_2023-08-08;147049_2023-12-19;147049_2024-12-20;147147_2023-11-02;151683_2024-05-09;151683_2024-05-21;151740_2024-12-21;152601_2024-03-10;155209_2023-01-16;157904_2023-03-28;160216_2023-10-14;161573_2024-07-23;163329_2024-09-29;163817_2023-03-14;164897_2023-01-29;165786_2024-09-04;166084_2023-01-03;166206_2023-07-12;169310_2023-08-08;169310_2024-03-17;170013_2024-05-20;170013_2024-06-23;171530_2024-06-13;172262_2023-06-20;172262_2024-02-12;172262_2024-09-18;172510_2023-12-22;174968_2023-03-21;174968_2023-08-16,0.6918,0.50456,10.81076,0.96189,1.01836,0.96189,0.90295,0.0,0.494,0.61949,0.67168,0.71265,0.73783,0.75891,0.78263,0.80283,0.82114,0.86668,0.88947,0.90472,0.91854,0.93224,0.95688,0.99748,1.02439,1.04138,1.0706,1.10557,1.11655,1.19118,1.21402,0.89722,0.92989,0.94224,0.94192,0.94954,0.96332,0.95987,0.97914,0.98154,0.96085,0.96366,0.96778,0.97496,0.96618,0.97177,0.9763,1.00366,0.97087,0.97128,0.97434,0.98197,0.91238,0.97982,0.95002,0.74959,0.0
