candidate_set,rmse,rmse_20_loads,net_cost,horizon_pooled_avg,horizon_bucket_avg,timestep_pooled_avg,timestep_bucket_avg,horizon_bucket_1_avg,horizon_bucket_2_avg,horizon_bucket_3_avg,horizon_bucket_4_avg,horizon_bucket_5_avg,horizon_bucket_6_avg,horizon_bucket_7_avg,horizon_bucket_8_avg,horizon_bucket_9_avg,horizon_bucket_10_avg,horizon_bucket_12_avg,horizon_bucket_14_avg,horizon_bucket_16_avg,horizon_bucket_18_avg,horizon_bucket_20_avg,horizon_bucket_25_avg,horizon_bucket_32_avg,horizon_bucket_38_avg,horizon_bucket_42_avg,horizon_bucket_50_avg,horizon_bucket_58_avg,horizon_bucket_64_avg,horizon_bucket_72_avg,horizon_bucket_88_avg,horizon_bucket_96_avg,timestep_bucket_1_avg,timestep_bucket_2_avg,timestep_bucket_3_avg,timestep_bucket_4_avg,timestep_bucket_5_avg,timestep_bucket_6_avg,timestep_bucket_7_avg,timestep_bucket_8_avg,timestep_bucket_9_avg,timestep_bucket_10_avg,timestep_bucket_12_avg,timestep_bucket_14_avg,timestep_bucket_16_avg,timestep_bucket_18_avg,timestep_bucket_20_avg,timestep_bucket_25_avg,timestep_bucket_32_avg,timestep_bucket_38_avg,timestep_bucket_42_avg,timestep_bucket_50_avg,timestep_bucket_58_avg,timestep_bucket_64_avg,timestep_bucket_72_avg,timestep_bucket_88_avg,timestep_bucket_96_avg
100354_2023-06-07;100354_2024-04-27;100354_2024-06-25;102016_2024-04-10;102016_2024-10-15;104481_2023-08-15;106298_2023-11-11;107448_2023-02-24;107448_2023-08-23;107448_2023-11-02;107448_2024-08-07;107448_2024-10-09;107448_2024-11-26;108517_2023-11-05;108517_2024-05-30;108517_2024-07-13;108795_2023-07-29;110260_2023-09-02;112377_2023-01-26;112377_2023-02-13;113377_2024-09-29;116320_2023-01-28;116320_2024-06-20;116320_2024-12-29;120517_2023-04-01;120517_2024-08-08;121500_2024-02-24;123129_2023-03-09;125463_2023-11-30;125463_2024-03-27;127524_2023-11-09;128843_2024-05-16;128843_2024-06-27;130253_2024-05-17;133165_2023-08-22;136407_2023-10-16;138414_2023-01-16;139410_2023-03-06;140211_2023-03-09;140211_2023-04-23;140211_2023-06-14;140649_2023-01-20;140649_2023-11-22;142975_2024-12-10;144492_2023-05-06;144492_2023-06-20;144492_2024-06-12;146624_2024-05-25;147049_2023-08-22;147049_2023-12-19;147049_2024-04-11;147147_2023-05-14;147147_2023-10-10;151683_2023-10-20;151740_2024-07-24;155209_2023-01-16;155209_2024-11-15;157904_2024-05-25;160431_2023-03-01;160431_2023-03-27;160431_2024-07-01;161573_2023-10-14;161573_2023-12-20;163817_2024-05-09;164897_2023-09-05;165786_2023-09-07;165786_2023-10-16;165786_2024-04-08;166084_2023-08-04;166084_2024-09-20;166084_2024-10-08;167494_2024-06-30;169310_2024-03-17;169310_2024-07-08;170013_2023-06-07;170013_2023-10-01;171530_2024-06-13;172262_2024-05-27;172262_2024-11-20;174968_2024-04-14,0.64823,0.49152,10.81941,0.9721,1.03313,0.9721,0.92756,0.0,0.48985,0.66433,0.72683,0.74389,0.7598,0.78225,0.79502,0.80776,0.81723,0.83929,0.86214,0.88542,0.908,0.92998,0.9694,1.01823,1.03331,1.04487,1.065,1.10207,1.14029,1.22746,1.25841,0.85233,0.89524,0.89207,0.90627,0.90773,0.93728,0.93412,0.93309,0.94227,0.94332,0.94125,0.96124,0.97296,0.9849,0.99167,0.99117,1.07125,0.98012,0.98738,0.96118,0.97103,0.93562,0.9651,0.99906,0.86155,0.0
100354_2023-08-02;100354_2023-08-19;100707_2023-01-07;102016_2023-07-20;102016_2024-03-08;104481_2023-08-15;104481_2024-05-05;106298_2024-03-13;106298_2024-11-17;106793_2024-06-13;106793_2024-09-15;107448_2023-11-16;107448_2024-05-30;107448_2024-11-26;108517_2024-05-21;110260_2024-01-11;110260_2024-02-01;112377_2023-02-13;112377_2024-10-02;116320_2023-01-28;116320_2023-04-19;116320_2024-05-09;116320_2024-12-14;120517_2023-11-28;121500_2024-01-25;121500_2024-02-02;121555_2023-02-14;121555_2024-08-19;123129_2023-03-14;123129_2023-07-13;123129_2023-08-08;123129_2023-10-10;123129_2024-07-05;125463_2023-09-25;125463_2023-11-25;127225_2023-05-09;127225_2023-08-28;127524_2023-07-08;127524_2024-01-15;130253_2024-03-03;132256_2024-03-31;132967_2023-02-03;132967_2023-11-12;132967_2024-02-20;132967_2024-07-16;133165_2024-02-02;133996_2023-04-20;136407_2023-04-23;136407_2023-10-16;138414_2023-10-18;138414_2023-11-03;140211_2023-06-14;140649_2023-04-24;140649_2023-11-22;147049_2024-04-11;147147_2023-05-14;147147_2023-10-10;147147_2024-01-18;151740_2024-07-24;155209_2023-01-10;157904_2024-05-25;160216_2023-01-17;161573_2024-08-06;163329_2024-09-01;163595_2023-08-18;164897_2023-12-12;165786_2023-10-16;166084_2023-01-05;166206_2024-09-27;167494_2023-11-16;167494_2024-03-08;167494_2024-12-11;168165_2024-01-17;169310_2023-01-03;169310_2023-08-08;170013_2023-11-17;170013_2024-11-10;171530_2024-06-13;172510_2024-09-26;172510_2024-11-01,0.64162,0.51275,10.80984,0.96806,1.02116,0.96806,0.91183,0.0,0.51428,0.64371,0.68615,0.72269,0.73914,0.76231,0.78098,0.80261,0.81709,0.85756,0.88263,0.90519,0.92663,0.94235,0.97376,1.01613,1.03741,1.05451,1.0762,1.1004,1.10865,1.18787,1.20663,0.86615,0.91785,0.92389,0.93081,0.93267,0.93333,0.93158,0.93906,0.94243,0.94527,0.947,0.95353,0.96404,0.95701,0.96713,0.97365,1.00664,0.99482,1.00461,1.01182,0.99848,0.92033,0.93692,0.94229,0.65824,0.0
100354_2023-03-02;100354_2023-05-30;100707_2023-07-28;100707_2024-04-14;102016_2024-06-29;104481_2023-08-15;104481_2023-09-01;104481_2024-10-02;105366_2023-09-05;106298_2023-05-06;107448_2023-02-24;107448_2023-08-23;107448_2023-11-02;107448_2024-12-04;108517_2023-04-24;108517_2023-12-09;108517_2024-04-07;108517_2024-05-21;108517_2024-05-27;108795_2024-05-15;110260_2024-02-01;112377_2024-10-02;113377_2024-08-24;116320_2023-11-03;116320_2024-12-29;121500_2024-12-01;123129_2023-03-09;125463_2023-09-25;125463_2024-01-22;125463_2024-07-05;127225_2023-05-09;127225_2024-06-27;127225_2024-09-15;127524_2023-07-08;128843_2023-03-22;128843_2024-02-22;129071_2023-05-02;132256_2024-01-07;132256_2024-11-19;132256_2024-12-13;132967_2024-04-06;132967_2024-07-16;133165_2024-08-03;133165_2024-11-27;136407_2023-09-30;136407_2023-10-16;136407_2024-08-01;140649_2023-04-24;142999_2023-06-08;147049_2024-04-22;147147_2023-10-10;147147_2024-01-18;151740_2023-08-22;152601_2024-03-10;155209_2023-09-05;160216_2024-03-08;160431_2024-10-28;161573_2023-10-14;161573_2024-08-23;163595_2023-11-21;163817_2023-03-14;163817_2023-07-05;163817_2024-01-26;164897_2023-01-29;164897_2023-07-03;164897_2023-09-05;164897_2024-03-01;164897_2024-10-30;165786_2023-10-08;166084_2024-10-08;166206_2023-07-12;166206_2024-09-14;167494_2023-08-27;167494_2024-10-26;168165_2024-06-24;169310_2023-01-03;169310_2024-07-08;169310_2024-10-05;172262_2023-02-12;172262_2024-09-18,0.65505,0.48629,10.81405,0.97532,1.03116,0.97532,0.9196,0.0,0.48606,0.63347,0.68964,0.72702,0.74549,0.7738,0.79754,0.81544,0.8156,0.84014,0.8651,0.88386,0.91158,0.93113,0.97653,1.02821,1.05219,1.07081,1.09457,1.11667,1.12342,1.21077,1.22807,0.84656,0.90936,0.90595,0.91444,0.92186,0.93639,0.92709,0.93746,0.95167,0.93478,0.93209,0.94412,0.96103,0.95701,0.97397,0.9849,1.02418,1.00778,1.01921,1.01752,1.00621,1.03634,1.00457,0.96409,0.71325,0.0
100354_2024-06-25;100707_2023-01-07;104481_2024-07-30;106298_2023-05-06;107448_2023-02-24;107448_2023-11-02;107448_2023-11-16;107448_2024-10-09;108517_2024-04-07;108795_2023-12-14;108795_2024-06-13;110260_2024-01-11;110260_2024-12-09;113377_2023-02-13;116320_2023-03-16;116320_2023-04-19;116320_2024-11-29;118984_2024-12-11;120517_2024-07-01;120517_2024-08-07;120517_2024-08-08;121500_2023-10-10;121500_2024-12-01;121555_2023-02-14;121555_2024-03-31;121555_2024-08-19;123129_2023-03-09;123129_2024-06-13;127225_2024-09-15;127524_2023-08-27;127524_2023-11-09;127524_2024-01-23;128843_2024-05-06;128843_2024-05-16;129071_2023-02-19;129071_2024-10-24;132256_2023-12-01;132967_2023-09-22;136407_2023-12-20;138414_2023-11-03;138414_2024-11-09;140211_2023-03-09;140211_2023-04-23;142975_2023-08-21;142975_2024-10-10;144492_2023-12-08;144492_2024-06-12;146624_2023-04-28;147049_2023-04-04;147049_2023-08-22;147049_2024-04-11;147049_2024-04-22;147147_2024-08-31;152601_2023-02-14;152601_2024-11-18;155209_2023-01-10;157904_2023-03-28;157904_2023-11-11;157904_2024-02-10;157904_2024-12-15;160216_2024-03-06;160216_2024-06-07;160216_2024-08-17;160431_2024-05-28;160431_2024-10-28;163817_2023-10-03;163817_2024-01-26;164897_2023-03-26;164897_2023-12-12;166084_2023-09-19;166206_2024-09-14;166206_2024-09-27;167494_2023-08-27;169310_2023-06-10;169310_2024-07-01;171530_2024-09-18;172262_2024-01-06;172262_2024-02-24;172262_2024-03-18;174968_2023-10-16,0.62364,0.50039,10.81472,0.96225,1.02113,0.96225,0.90048,0.0,0.49443,0.61968,0.66786,0.70659,0.72907,0.74217,0.75638,0.77067,0.78203,0.81416,0.84243,0.86264,0.89047,0.90847,0.96153,1.0133,1.04292,1.06282,1.09701,1.12034,1.11692,1.19916,1.22098,0.87066,0.93201,0.93043,0.92765,0.93057,0.93833,0.93611,0.93955,0.95018,0.93782,0.93452,0.94328,0.95646,0.95272,0.96524,0.97459,1.00413,1.02615,1.01387,1.01667,0.97483,0.90317,0.96687,0.9476,0.69214,0.0
100354_2023-03-02;100707_2023-01-07;100707_2023-09-06;102016_2024-06-29;104481_2024-05-05;106298_2024-08-12;106793_2023-04-10;106793_2023-06-09;106793_2023-09-21;107448_2023-02-24;107448_2024-01-07;108517_2023-07-12;108517_2023-08-02;108795_2023-12-14;108795_2024-05-15;110260_2023-01-06;113377_2023-08-10;115937_2024-07-11;115937_2024-09-22;115937_2024-09-25;116320_2023-04-19;116320_2024-06-12;118984_2023-08-29;120517_2024-08-07;120517_2024-11-08;121500_2024-02-02;121555_2024-08-25;123129_2023-03-09;123129_2024-06-13;123129_2024-08-11;127225_2023-05-02;127225_2024-07-07;128843_2023-04-05;128843_2023-04-13;129071_2024-01-30;129071_2024-04-09;130253_2024-05-06;132256_2024-11-19;132967_2024-08-07;132967_2024-11-28;133996_2023-04-02;133996_2023-06-12;136407_2023-09-30;138414_2024-04-18;140649_2024-06-14;142975_2024-10-10;146624_2023-03-10;146624_2023-08-26;147147_2023-10-10;151683_2023-10-20;151683_2024-05-25;151740_2024-12-21;155209_2023-09-05;157904_2024-02-10;157904_2024-12-15;160431_2024-05-28;160431_2024-07-01;161573_2024-02-04;161573_2024-11-23;163329_2023-06-28;163817_2023-10-03;163817_2024-01-21;163817_2024-06-23;164897_2023-03-26;164897_2024-03-01;165786_2023-09-07;166084_2024-10-08;167494_2024-03-08;167494_2024-06-22;167494_2024-12-11;169310_2023-06-10;169310_2024-06-28;169310_2024-07-08;169310_2024-10-03;169310_2024-10-05;170013_2024-05-20;171530_2023-05-31;172262_2023-11-11;172262_2024-03-18;172510_2024-01-06,0.68691,0.49762,10.81276,0.96491,1.0286,0.96491,0.90928,0.0,0.49621,0.63321,0.68137,0.71489,0.73421,0.75285,0.771,0.78545,0.80145,0.83184,0.85719,0.8752,0.89574,0.92044,0.95624,1.00858,1.02951,1.04211,1.06418,1.10868,1.14377,1.23565,1.25231,0.84236,0.87567,0.89792,0.92084,0.9268,0.94124,0.93594,0.9648,0.96863,0.95025,0.94991,0.95922,0.99442,0.96989,0.97169,0.99449,1.05483,0.9542,0.9542,0.93139,0.9806,0.90489,0.94966,0.93447,0.76897,0.0
100354_2023-03-02;100354_2023-07-21;100354_2023-08-19;100707_2023-07-04;102016_2024-03-27;104481_2024-01-19;104481_2024-07-30;106298_2024-11-17;106793_2023-04-10;107448_2024-07-03;108517_2024-04-07;108517_2024-07-01;108795_2024-11-23;110260_2023-01-06;113377_2023-02-27;113377_2024-06-13;115937_2023-03-01;115937_2024-10-13;116320_2024-06-12;118984_2024-06-15;118984_2024-12-11;120517_2024-08-08;121555_2024-08-19;125463_2023-10-09;125463_2024-03-27;127225_2023-03-14;127225_2023-05-09;127225_2023-08-28;127225_2024-06-02;127524_2023-11-09;128843_2023-11-19;129071_2023-04-09;130253_2024-02-18;130253_2024-03-23;130253_2024-08-31;132967_2023-11-12;132967_2024-11-29;133165_2023-08-22;133165_2024-03-19;133165_2024-08-03;133165_2024-08-21;133996_2023-04-20;136407_2023-03-14;136407_2023-04-22;136407_2023-12-20;139410_2023-06-21;140211_2023-06-14;140649_2023-01-20;140649_2023-12-03;142999_2023-05-01;144492_2023-05-06;144492_2023-06-20;144492_2023-09-22;147049_2023-12-19;147147_2023-10-10;151683_2024-05-25;151740_2023-01-09;151740_2024-07-24;152601_2024-08-27;160216_2023-01-17;160216_2023-10-14;161573_2023-12-20;161573_2024-05-27;161573_2024-08-23;163329_2023-03-29;163329_2023-11-20;163595_2023-02-04;164897_2023-08-13;164897_2024-08-06;165786_2023-02-10;165786_2024-04-08;165786_2024-11-22;166084_2023-02-20;166084_2024-08-23;167494_2023-07-05;167494_2024-01-08;169310_2024-07-01;170013_2023-11-17;170013_2024-05-20;172510_2024-12-24,0.68077,0.4855,10.80635,0.9635,1.02452,0.9635,0.90773,0.0,0.48503,0.63717,0.69506,0.72891,0.75209,0.77196,0.79606,0.8163,0.83056,0.8524,0.87431,0.89068,0.90985,0.92152,0.94216,0.99554,1.0221,1.03627,1.06747,1.10786,1.13157,1.21949,1.24676,0.85251,0.92233,0.92249,0.93063,0.93338,0.95824,0.96658,0.97549,0.98223,0.94456,0.94872,0.9594,0.99067,0.97134,0.97357,0.98337,1.01893,0.9974,0.94551,0.96301,0.96656,0.95087,0.97539,0.95797,0.73861,0.0
100707_2023-07-28;102016_2024-11-04;105366_2023-01-03;106298_2024-08-12;106298_2024-08-18;106793_2023-10-28;106793_2024-06-13;107448_2023-08-23;108795_2023-07-29;110260_2023-06-23;110260_2024-02-01;112377_2024-10-02;113377_2024-06-26;116320_2024-12-29;118984_2023-04-25;121500_2023-03-22;121500_2024-02-24;121555_2023-02-20;123129_2023-03-09;123129_2023-03-14;125463_2023-06-28;125463_2023-10-15;125463_2023-11-25;127225_2023-08-28;127225_2023-12-05;127524_2023-02-12;127524_2023-07-08;127524_2024-04-05;127524_2024-09-05;128843_2024-05-06;128843_2024-05-16;129071_2023-03-16;129071_2024-12-19;130253_2023-07-26;130253_2024-09-21;133996_2023-03-03;136407_2023-10-16;136407_2024-09-22;138414_2023-10-18;138414_2024-02-24;138414_2024-11-09;139410_2023-07-18;140649_2023-01-20;142999_2023-06-29;142999_2024-03-13;144492_2023-12-08;146624_2023-08-08;147049_2024-04-17;151740_2023-10-14;152601_2023-02-14;152601_2024-08-27;157904_2023-03-31;157904_2024-02-10;160216_2023-10-14;160216_2024-02-23;160431_2023-03-01;160431_2024-05-11;160431_2024-05-28;160431_2024-07-01;161573_2024-07-29;163595_2023-02-04;164897_2023-08-13;165786_2024-06-04;166084_2023-08-10;166084_2023-09-19;166084_2024-09-20;167494_2023-11-16;168165_2024-06-24;169310_2024-03-17;169310_2024-07-08;170013_2023-11-17;170013_2024-05-20;170013_2024-06-23;171530_2023-06-20;171530_2024-03-17;172262_2023-02-12;172262_2023-07-08;172262_2024-02-24;172510_2023-12-22;172510_2024-09-26,0.66943,0.50967,10.81394,0.96461,1.02198,0.96461,0.91208,0.0,0.49733,0.62528,0.68309,0.72767,0.75371,0.78112,0.80064,0.81377,0.824,0.85016,0.86959,0.88776,0.90672,0.92359,0.95405,1.0081,1.03248,1.05021,1.07744,1.10642,1.11938,1.19889,1.22398,0.89783,0.92274,0.93367,0.93509,0.93595,0.95884,0.95231,0.9537,0.95759,0.95691,0.93912,0.94346,0.97282,0.95705,0.96483,0.97539,1.00684,1.00971,0.98712,0.97572,0.97116,0.95441,0.99734,0.94704,0.7515,0.0
100707_2023-01-01;100707_2024-06-02;100707_2024-07-11;100707_2024-12-18;102016_2024-03-08;104481_2023-11-01;104481_2024-01-19;106298_2023-02-04;106298_2024-08-18;106793_2023-10-28;107448_2024-07-03;107448_2024-10-09;108517_2023-12-09;110260_2023-09-02;110260_2023-12-25;112377_2023-10-18;113377_2023-07-01;113377_2023-08-03;113377_2023-08-10;113377_2024-08-24;116320_2023-08-20;116320_2024-12-14;120517_2024-08-08;121555_2024-08-19;123129_2024-02-01;125463_2023-06-18;127225_2023-05-02;127225_2023-08-28;127225_2024-09-15;127524_2023-08-27;128843_2023-03-22;128843_2023-11-19;128843_2024-05-16;129071_2024-12-19;130253_2023-02-09;130253_2023-07-26;130253_2024-03-23;132967_2023-12-02;132967_2024-08-07;132967_2024-11-28;133165_2024-03-01;133996_2023-03-03;138414_2024-02-24;138414_2024-04-18;138414_2024-11-09;139410_2024-03-11;139410_2024-07-16;140211_2023-11-11;140649_2024-06-14;142975_2023-10-18;142975_2023-11-02;146624_2023-08-26;147049_2023-11-20;147049_2024-04-17;147049_2024-04-22;147049_2024-11-03;151683_2024-05-09;151740_2023-01-09;157904_2024-01-01;160216_2024-03-08;160431_2023-04-18;163329_2023-06-28;163329_2024-09-01;165786_2024-06-04;165786_2024-09-04;166084_2023-09-25;166084_2024-09-23;167494_2024-06-22;168165_2023-02-15;168165_2024-06-24;170013_2023-02-25;170013_2023-06-07;171530_2023-03-22;171530_2023-05-31;171530_2023-06-20;171530_2024-09-18;172262_2024-11-20;172510_2023-11-29;174968_2023-10-16;174968_2024-05-19,0.67654,0.50425,10.8094,0.9637,1.0212,0.9637,0.91765,0.0,0.49942,0.6409,0.7075,0.74971,0.77278,0.79263,0.80937,0.82379,0.83855,0.8619,0.8786,0.89299,0.90686,0.92414,0.94992,1.00137,1.02439,1.0386,1.06168,1.10303,1.11966,1.19591,1.21958,0.89582,0.92065,0.94378,0.94047,0.95393,0.95918,0.9548,0.95651,0.96464,0.94849,0.94927,0.95408,0.97352,0.95929,0.96733,0.97701,1.00459,0.97345,0.96619,0.93815,0.98006,0.92634,0.98561,0.94644,0.81653,0.0
100707_2024-04-01;100707_2024-07-11;102016_2024-03-08;104481_2023-11-01;106298_2023-02-04;106298_2023-11-11;106793_2024-06-14;107448_2023-11-16;107448_2024-01-07;108517_2023-04-24;108517_2023-05-01;108517_2023-06-11;108795_2023-12-14;108795_2024-11-23;110260_2023-06-23;110260_2024-02-01;110260_2024-12-09;112377_2024-01-18;113377_2023-02-27;113377_2024-09-29;115937_2024-05-17;116320_2023-01-28;116320_2024-06-12;116320_2024-12-29;121500_2023-10-10;123129_2024-07-05;123129_2024-08-11;125463_2023-06-28;125463_2023-11-30;125463_2024-03-27;127225_2023-05-09;127524_2024-01-23;128843_2024-02-22;129071_2024-12-19;130253_2024-02-18;130253_2024-08-31;132967_2023-12-31;132967_2024-08-12;133165_2024-08-21;136407_2023-04-23;136407_2024-08-01;139410_2023-03-06;139410_2023-06-21;140211_2023-03-09;144492_2023-05-06;144492_2023-06-20;144492_2024-06-12;146624_2023-03-10;146624_2023-03-20;146624_2024-05-25;147049_2023-12-19;147049_2024-01-27;151683_2024-05-09;152601_2023-10-21;160216_2024-03-08;160216_2024-06-28;160431_2023-03-01;160431_2023-03-27;161573_2023-04-07;161573_2023-10-14;161573_2023-12-20;161573_2024-08-06;163329_2023-03-29;163595_2024-05-08;163817_2024-11-27;164897_2023-08-13;164897_2024-03-01;164897_2024-10-30;166084_2023-01-03;166084_2023-02-20;166084_2024-01-13;166206_2024-09-27;167494_2024-03-08;168165_2024-06-24;169310_2023-01-03;169310_2023-12-13;169310_2024-07-08;171530_2023-06-20;172510_2024-01-06;172510_2024-05-07,0.69342,0.49699,10.81336,0.96252,1.02062,0.96252,0.90624,0.0,0.4926,0.63817,0.68848,0.72709,0.74282,0.777,0.79249,0.80751,0.7985,0.82389,0.85535,0.88207,0.90603,0.92402,0.95901,1.00639,1.03104,1.04572,1.07046,1.10314,1.12044,1.20589,1.22412,0.84392,0.89314,0.89712,0.91097,0.93074,0.95019,0.93799,0.95061,0.95492,0.94263,0.94477,0.95363,0.97397,0.96691,0.96188,0.97751,1.01963,0.97405,0.97978,0.96514,0.98037,1.08796,0.97341,0.95693,0.73324,0.0
105366_2023-01-03;106298_2024-08-12;106793_2023-06-04;106793_2023-06-09;106793_2024-06-13;107448_2023-09-20;107448_2023-11-16;108517_2023-04-24;108517_2023-05-01;108517_2023-07-12;108517_2024-07-01;108795_2024-01-21;110260_2023-06-23;110260_2023-09-02;110260_2024-02-01;112377_2023-01-26;113377_2023-08-03;116320_2023-01-28;116320_2023-04-19;116320_2023-08-02;116320_2023-11-03;116320_2024-05-09;116320_2024-06-14;118984_2023-08-29;118984_2024-06-15;120517_2024-07-01;120517_2024-10-01;121500_2023-05-20;121500_2024-12-01;121555_2024-03-31;123129_2024-07-05;125463_2023-10-15;125463_2023-11-30;125463_2023-12-21;125463_2024-07-05;127225_2023-03-14;127225_2024-07-07;127225_2024-11-10;127524_2023-07-08;127524_2023-11-09;127524_2024-01-23;128843_2023-11-19;129071_2023-10-25;130253_2024-05-14;132256_2024-01-07;132967_2023-09-22;132967_2024-08-12;133996_2023-03-03;136407_2023-09-24;138414_2024-04-18;140649_2023-11-22;142975_2023-04-09;151740_2023-01-09;151740_2023-03-12;151740_2024-12-21;152601_2023-10-21;152601_2024-03-10;152601_2024-08-01;157904_2023-03-28;157904_2023-11-11;160216_2023-10-14;160216_2024-06-28;160431_2023-04-18;161573_2023-09-11;161573_2023-10-14;161573_2023-12-20;163329_2024-09-01;163817_2023-02-09;163817_2023-03-14;163817_2024-01-21;163817_2024-04-11;164897_2023-01-29;166084_2024-09-20;169310_2023-06-10;172262_2024-03-18;172262_2024-11-20;172510_2024-02-12;172510_2024-05-07;172510_2024-09-26;174968_2023-10-16,0.6587,0.5,10.80929,0.96162,1.01843,0.96162,0.90135,0.0,0.48678,0.62481,0.67732,0.71317,0.73306,0.7512,0.76841,0.79051,0.80586,0.84067,0.87765,0.89372,0.9171,0.93938,0.96599,1.00151,1.02311,1.04089,1.06859,1.10813,1.11682,1.19297,1.21637,0.88369,0.93385,0.93634,0.94271,0.95418,0.97164,0.96293,0.96713,0.97042,0.96315,0.9489,0.95238,0.97915,0.96207,0.96584,0.97415,1.00241,1.01002,0.97092,0.96899,0.98665,0.92465,0.96367,0.91628,0.72255,0.0
100354_2023-05-30;100354_2023-06-07;100707_2024-12-03;102016_2024-10-15;102016_2024-11-04;106298_2024-03-13;107448_2024-08-12;108517_2023-05-01;108517_2024-07-01;108517_2024-07-13;110260_2023-01-06;110260_2023-06-23;112377_2024-01-18;113377_2023-02-27;113377_2024-01-04;113377_2024-01-08;115937_2024-05-17;116320_2023-11-03;116320_2024-04-04;116320_2024-05-09;116320_2024-11-01;118984_2024-06-15;121500_2023-03-22;123129_2024-08-11;125463_2024-01-22;127225_2024-06-27;127225_2024-11-10;127524_2023-07-08;127524_2024-04-05;128843_2023-04-13;128843_2024-02-22;129071_2023-05-02;129071_2024-01-30;129071_2024-10-24;136407_2023-10-16;138414_2024-11-09;140649_2023-04-24;140649_2023-11-22;140649_2023-12-03;142975_2024-06-07;142999_2023-06-29;146624_2023-03-20;146624_2024-05-28;147049_2024-04-22;151740_2023-01-09;151740_2023-08-22;151740_2024-04-21;152601_2023-02-14;152601_2024-12-21;157904_2024-01-23;157904_2024-05-25;160216_2024-02-23;160431_2023-04-18;160431_2023-09-29;161573_2023-02-25;161573_2023-09-11;161573_2024-05-27;163817_2024-01-26;163817_2024-04-11;164897_2023-01-28;165786_2023-10-08;165786_2024-06-04;165786_2024-09-04;166084_2024-09-20;167494_2024-01-23;167494_2024-06-30;167494_2024-11-16;168165_2024-01-17;169310_2024-06-28;170013_2023-02-25;171530_2024-03-17;171530_2024-06-13;172262_2024-02-24;172262_2024-03-18;172262_2024-05-27;172510_2023-08-20;172510_2023-11-29;172510_2024-12-24;174968_2023-10-28;174968_2023-11-13,0.6697,0.48896,10.80983,0.97879,1.03261,0.97879,0.93059,0.0,0.49178,0.63604,0.69993,0.7446,0.76433,0.78039,0.79597,0.8083,0.82422,0.85899,0.90296,0.92043,0.93894,0.95525,0.98978,1.01902,1.04838,1.06044,1.08885,1.1215,1.11885,1.19918,1.22474,0.90224,0.93524,0.94279,0.94152,0.9429,0.97555,0.96464,0.96642,0.96846,0.94411,0.94408,0.9492,0.95907,0.95888,0.96582,0.97376,1.0058,1.02786,0.98989,1.00154,0.96327,0.98309,1.00967,0.99371,0.80979,0.0
100354_2023-08-02;102016_2023-07-20;102016_2024-10-15;105366_2023-09-16;106298_2023-11-11;106298_2024-11-17;106793_2023-03-14;106793_2023-06-04;106793_2024-09-15;107448_2023-08-23;108517_2023-07-12;108517_2023-12-09;108517_2024-05-30;108795_2024-11-23;110260_2024-12-09;115937_2024-07-11;116320_2023-08-20;116320_2024-06-14;120517_2024-07-01;120517_2024-08-08;121500_2023-08-12;121500_2024-07-24;125463_2023-09-25;127225_2023-08-28;127225_2024-06-02;127524_2024-06-25;128843_2023-04-05;128843_2024-02-22;129071_2023-02-19;129071_2024-10-24;132256_2024-11-19;133165_2024-02-02;133165_2024-03-01;133165_2024-03-19;133165_2024-08-03;133165_2024-08-16;133165_2024-10-17;136407_2023-09-24;139410_2024-07-16;140211_2024-06-18;140649_2023-01-20;142975_2024-10-10;146624_2023-03-12;147049_2024-04-11;147147_2023-04-24;147147_2023-06-07;151683_2024-09-19;151740_2023-03-12;152601_2024-08-01;155209_2023-01-10;155209_2024-07-16;157904_2023-03-28;157904_2024-02-10;160431_2024-07-01;161573_2023-04-07;161573_2023-10-14;161573_2024-07-23;161573_2024-07-29;163329_2023-06-28;163329_2024-08-29;163595_2024-05-08;163817_2023-10-03;163817_2024-01-26;164897_2023-01-28;165786_2024-11-22;166206_2024-09-14;167494_2024-01-08;167494_2024-02-26;167494_2024-03-08;168165_2023-08-25;168165_2024-05-28;169310_2023-08-08;169310_2023-12-13;169310_2024-10-05;170013_2024-06-23;172262_2024-05-27;172510_2023-08-20;172510_2024-02-12;172510_2024-11-01;174968_2023-03-21,0.66923,0.49195,10.81899,0.96199,1.01948,0.96199,0.90883,0.0,0.49154,0.62965,0.68363,0.71818,0.73652,0.75424,0.7721,0.78783,0.80368,0.82934,0.85905,0.87956,0.90732,0.92727,0.94924,1.00402,1.03316,1.05669,1.09103,1.11189,1.10949,1.19349,1.21638,0.88083,0.9081,0.91047,0.91583,0.91707,0.92304,0.92075,0.9274,0.93157,0.9193,0.92435,0.93227,0.94619,0.94852,0.95474,0.97047,1.01162,1.01885,1.0095,0.99811,0.9495,0.91663,0.9855,0.98685,0.74801,0.0
