TRIPID,PERSID,HHID,STOPS,TRIPNO,STARTHOUR,STARTIME,ARRHOUR,ARRTIME,TRAVTIME,TRIPTIME,WAITIME,CUMDIST,ORIGPLACE2,ORIGPURP2,DESTPLACE2,DESTPURP2,TRIPPURP,LINKMODE,DIST_GRP,Time_Grp,TIME1
Y17H2600418P01T01,Y17H2600418P01,Y17H2600418,1,1,8,480,8,535,55,55,0,23.96,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,55 - 59,55
Y17H2600418P01T02,Y17H2600418P01,Y17H2600418,1,2,17,1050,18,1100,50,50,0,23.41,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y17H2810411P02T01,Y17H2810411P02,Y17H2810411,2,1,8,480,8,521,40,41,1,17.28,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,40 - 44,35
Y17H2810411P02T02,Y17H2810411P02,Y17H2810411,2,2,17,1065,18,1110,44,45,1,16.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,45 - 49,10
Y17H2820115P01T01,Y17H2820115P01,Y17H2820115,1,1,8,480,8,485,5,5,0,3.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,5. - 9.,5
Y17H2820115P01T02,Y17H2820115P01,Y17H2820115,1,2,18,1105,18,1122,17,17,0,3.21,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,17
Y17H2820219P01T01,Y17H2820219P01,Y17H2820219,1,1,8,480,9,540,60,60,0,32.73,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,60 - 69,60
Y17H2820219P01T02,Y17H2820219P01,Y17H2820219,1,2,17,1050,18,1125,75,75,0,32.5,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,70 - 79,75
Y17H2820223P01T01,Y17H2820223P01,Y17H2820223,1,1,8,510,8,535,25,25,0,12.79,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,25 - 29,25
Y17H2820223P01T02,Y17H2820223P01,Y17H2820223,1,2,19,1175,20,1200,25,25,0,12.88,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,25 - 29,25
Y17H2830217P02T01,Y17H2830217P02,Y17H2830217,1,1,8,490,8,520,30,30,0,19.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,30 - 34,30
Y17H2830217P02T02,Y17H2830217P02,Y17H2830217,1,2,17,1050,18,1080,30,30,0,16.62,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y17H2830409P02T01,Y17H2830409P02,Y17H2830409,1,1,10,600,10,620,20,20,0,19.53,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,20 - 24,20
Y17H2830409P02T02,Y17H2830409P02,Y17H2830409,1,2,17,1050,17,1070,20,20,0,19.88,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,20 - 24,20
Y18H2840411P01T01,Y18H2840411P01,Y18H2840411,1,1,8,510,9,570,60,60,0,15.03,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,60 - 69,60
Y18H2840411P01T02,Y18H2840411P01,Y18H2840411,1,2,17,1050,18,1090,40,40,0,15.05,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,40 - 44,40
Y18H2850132P02T01,Y18H2850132P02,Y18H2850132,1,1,10,645,10,650,5,5,0,1.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y18H2850132P02T02,Y18H2850132P02,Y18H2850132,1,2,21,1290,21,1295,5,5,0,1.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y18H2850228P01T01,Y18H2850228P01,Y18H2850228,1,1,10,630,11,660,30,30,0,1.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,30 - 34,30
Y18H2850228P01T02,Y18H2850228P01,Y18H2850228,1,2,18,1080,18,1110,30,30,0,1.91,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,30 - 34,30
Y18H2850238P01T01,Y18H2850238P01,Y18H2850238,1,1,9,560,10,615,55,55,0,44.03,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,40 - 44.9,55 - 59,55
Y18H2850238P01T02,Y18H2850238P01,Y18H2850238,1,2,19,1140,19,1190,50,50,0,44.03,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,40 - 44.9,50 - 54,50
Y18H2850338P01T01,Y18H2850338P01,Y18H2850338,1,1,9,570,10,600,30,30,0,31.1,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,30 - 34,30
Y18H2850338P01T02,Y18H2850338P01,Y18H2850338,1,2,18,1080,19,1140,60,60,0,33.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,60 - 69,60
Y18H2860233P03T01,Y18H2860233P03,Y18H2860233,1,1,9,540,9,570,30,30,0,8.31,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y18H2860233P03T02,Y18H2860233P03,Y18H2860233,1,2,18,1110,19,1140,30,30,0,8.29,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y18H2860233P04T01,Y18H2860233P04,Y18H2860233,1,1,8,480,8,525,45,45,0,27.26,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
Y18H2860233P04T02,Y18H2860233P04,Y18H2860233,1,2,18,1095,19,1140,45,45,0,30.43,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,45 - 49,45
Y18H2860312P01T01,Y18H2860312P01,Y18H2860312,1,1,8,480,8,510,30,30,0,11.79,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y18H2860312P01T02,Y18H2860312P01,Y18H2860312,1,2,17,1065,18,1095,30,30,0,11.88,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y18H2870439P01T01,Y18H2870439P01,Y18H2870439,1,1,9,570,9,590,20,20,0,5.35,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y18H2870439P01T02,Y18H2870439P01,Y18H2870439,1,2,18,1110,18,1130,20,20,0,5.32,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y18H2870536P01T01,Y18H2870536P01,Y18H2870536,1,1,12,720,12,725,5,5,0,5.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,5. - 9.,5
Y18H2870536P01T02,Y18H2870536P01,Y18H2870536,1,2,21,1290,21,1295,5,5,0,4.65,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,5
Y18H2870537P01T01,Y18H2870537P01,Y18H2870537,1,1,8,495,8,520,25,25,0,8.53,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,25 - 29,25
Y18H2870537P01T02,Y18H2870537P01,Y18H2870537,1,2,17,1060,18,1080,20,20,0,8.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,20 - 24,20
Y18H2880222P02T01,Y18H2880222P02,Y18H2880222,1,1,8,480,8,510,30,30,0,14.11,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y18H2880222P02T02,Y18H2880222P02,Y18H2880222,1,2,18,1080,18,1115,35,35,0,14.19,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,35 - 39,35
Y18H2880303P02T01,Y18H2880303P02,Y18H2880303,1,1,8,480,8,485,5,5,0,1.58,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y18H2880303P02T02,Y18H2880303P02,Y18H2880303,1,2,20,1230,20,1235,5,5,0,1.4,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y18H2880418P03T01,Y18H2880418P03,Y18H2880418,1,1,9,540,9,570,30,30,0,11.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y18H2880418P03T02,Y18H2880418P03,Y18H2880418,1,2,17,1050,18,1080,30,30,0,11.48,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y18H2881011P02T01,Y18H2881011P02,Y18H2881011,1,1,8,495,8,500,5,5,0,2.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y18H2881011P02T02,Y18H2881011P02,Y18H2881011,1,2,19,1140,19,1145,5,5,0,2.37,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y18H2890118P02T01,Y18H2890118P02,Y18H2890118,1,1,8,490,8,510,20,20,0,10.5,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,20 - 24,20
Y18H2890118P02T02,Y18H2890118P02,Y18H2890118,1,2,17,1050,18,1080,30,30,0,14.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y18H2890240P02T01,Y18H2890240P02,Y18H2890240,1,1,9,570,10,600,30,30,0,19.19,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,30 - 34,30
Y18H2890240P02T02,Y18H2890240P02,Y18H2890240,1,2,18,1080,18,1110,30,30,0,19.34,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,30 - 34,30
Y18H2890401P02T01,Y18H2890401P02,Y18H2890401,1,1,8,480,8,525,45,45,0,17.63,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,45 - 49,45
Y18H2890401P02T02,Y18H2890401P02,Y18H2890401,1,2,18,1080,18,1125,45,45,0,17.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,45 - 49,45
Y18H2900315P01T01,Y18H2900315P01,Y18H2900315,1,1,9,585,10,610,25,25,0,17.64,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,25 - 29,25
Y18H2900315P01T02,Y18H2900315P01,Y18H2900315,1,2,17,1065,18,1095,30,30,0,18.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,30 - 34,30
Y18H2910219P01T01,Y18H2910219P01,Y18H2910219,1,1,8,510,9,540,30,30,0,10.48,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,30 - 34,30
Y18H2910219P01T02,Y18H2910219P01,Y18H2910219,1,2,17,1050,18,1080,30,30,0,10.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,30 - 34,30
Y18H2920116P02T01,Y18H2920116P02,Y18H2920116,1,1,8,480,8,525,45,45,0,25.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
Y18H2920116P02T02,Y18H2920116P02,Y18H2920116,1,2,18,1080,18,1115,35,35,0,26.15,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,35 - 39,35
Y18H2920218P02T01,Y18H2920218P02,Y18H2920218,1,1,8,509,9,567,58,58,0,26.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,55 - 59,58
Y18H2920218P02T02,Y18H2920218P02,Y18H2920218,1,2,17,1050,18,1110,60,60,0,29.14,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,60 - 69,60
Y18H2930139P03T01,Y18H2930139P03,Y18H2930139,1,1,10,630,10,640,10,10,0,1.43,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y18H2930139P03T02,Y18H2930139P03,Y18H2930139,1,2,18,1080,18,1090,10,10,0,1.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y18H2940327P02T01,Y18H2940327P02,Y18H2940327,1,1,8,530,9,540,10,10,0,3.55,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y18H2940327P02T02,Y18H2940327P02,Y18H2940327,1,2,17,1050,17,1060,10,10,0,3.59,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y18H2980310P01T01,Y18H2980310P01,Y18H2980310,1,1,8,490,9,540,50,50,0,27.14,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,50 - 54,50
Y18H2980310P01T02,Y18H2980310P01,Y18H2980310,1,2,17,1070,18,1130,60,60,0,27.48,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,60 - 69,60
Y18H2980315P01T01,Y18H2980315P01,Y18H2980315,1,1,8,480,8,520,40,40,0,22.85,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y18H2980315P01T02,Y18H2980315P01,Y18H2980315,1,2,17,1050,18,1100,50,50,0,22.92,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y18H2980337P01T01,Y18H2980337P01,Y18H2980337,1,1,8,480,9,540,60,60,0,13.71,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,60 - 69,60
Y18H2980337P01T02,Y18H2980337P01,Y18H2980337,1,2,17,1050,18,1110,60,60,0,14.3,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,60 - 69,60
Y18H2980430P01T01,Y18H2980430P01,Y18H2980430,1,1,8,480,9,540,60,60,0,14.44,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,60 - 69,60
Y18H2980430P01T02,Y18H2980430P01,Y18H2980430,1,2,17,1050,18,1110,60,60,0,14.43,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,60 - 69,60
Y18H2990324P02T01,Y18H2990324P02,Y18H2990324,1,1,10,600,10,625,25,25,0,18.67,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,25 - 29,25
Y18H2990324P02T02,Y18H2990324P02,Y18H2990324,1,2,19,1140,19,1180,40,40,0,19.29,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,40 - 44,40
Y18H2990330P03T01,Y18H2990330P03,Y18H2990330,1,1,9,570,10,630,60,60,0,23.55,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y18H2990330P03T02,Y18H2990330P03,Y18H2990330,1,2,18,1110,19,1155,45,45,0,24.27,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y18H2990422P01T01,Y18H2990422P01,Y18H2990422,1,1,11,660,11,685,25,25,0,13.99,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,25 - 29,25
Y18H2990422P01T02,Y18H2990422P01,Y18H2990422,1,2,17,1050,18,1095,45,45,0,14.06,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,45 - 49,45
Y18H2990530P02T01,Y18H2990530P02,Y18H2990530,1,1,8,480,8,500,20,20,0,0.0,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,0 - 0.9,20 - 24,20
Y18H2990530P02T02,Y18H2990530P02,Y18H2990530,1,2,17,1050,17,1075,25,25,0,0.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,0 - 0.9,25 - 29,25
Y18H2992305P01T01,Y18H2992305P01,Y18H2992305,1,1,11,705,12,735,30,30,0,8.64,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y18H2992305P01T02,Y18H2992305P01,Y18H2992305,1,2,17,1050,17,1070,20,20,0,8.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,20 - 24,20
Y18H3000326P02T01,Y18H3000326P02,Y18H3000326,1,1,8,485,9,576,91,91,0,15.8,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,90 - 99,91
Y18H3000326P02T02,Y18H3000326P02,Y18H3000326,1,2,18,1090,18,1126,36,36,0,17.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,35 - 39,36
Y18H3002336P02T01,Y18H3002336P02,Y18H3002336,1,1,9,540,9,565,25,25,0,9.46,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,25 - 29,25
Y18H3002336P02T02,Y18H3002336P02,Y18H3002336,1,2,18,1110,18,1135,25,25,0,7.03,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,25 - 29,25
Y18H3010117P03T01,Y18H3010117P03,Y18H3010117,1,1,9,540,9,550,10,10,0,2.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y18H3010117P03T02,Y18H3010117P03,Y18H3010117,1,2,18,1080,18,1095,15,15,0,2.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,15 - 19,15
Y18H3010416P03T01,Y18H3010416P03,Y18H3010416,1,1,9,570,10,600,30,30,0,1.49,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,30 - 34,30
Y18H3010416P03T02,Y18H3010416P03,Y18H3010416,1,2,19,1140,19,1170,30,30,0,1.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,30 - 34,30
Y18H3010419P02T01,Y18H3010419P02,Y18H3010419,1,1,8,480,8,525,45,45,0,17.32,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,45 - 49,45
Y18H3010419P02T02,Y18H3010419P02,Y18H3010419,1,2,17,1050,18,1080,30,30,0,17.42,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y18H3012340P01T01,Y18H3012340P01,Y18H3012340,1,1,8,510,9,580,70,70,0,37.67,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,70 - 79,70
Y18H3012340P01T02,Y18H3012340P01,Y18H3012340,1,2,19,1185,20,1220,35,35,0,0.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,0 - 0.9,35 - 39,35
Y18H3012421P01T01,Y18H3012421P01,Y18H3012421,1,1,9,540,9,570,30,30,0,20.39,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y18H3012421P01T02,Y18H3012421P01,Y18H3012421,1,2,17,1050,18,1080,30,30,0,21.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y18H3020117P01T01,Y18H3020117P01,Y18H3020117,1,1,8,495,9,540,45,45,0,21.14,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y18H3020117P01T02,Y18H3020117P01,Y18H3020117,1,2,17,1060,18,1100,40,40,0,20.8,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y18H3020337P01T01,Y18H3020337P01,Y18H3020337,1,1,8,480,8,482,2,2,0,0.24,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,0 - 0.9,0 - 4,2
Y18H3020337P01T02,Y18H3020337P01,Y18H3020337,1,2,17,1050,17,1052,2,2,0,0.22,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,0 - 0.9,0 - 4,2
Y18H3020403P02T01,Y18H3020403P02,Y18H3020403,1,1,8,510,9,555,45,45,0,22.3,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y18H3020403P02T02,Y18H3020403P02,Y18H3020403,1,2,17,1050,18,1095,45,45,0,23.71,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y18H3022216P01T01,Y18H3022216P01,Y18H3022216,1,1,9,555,9,580,25,25,0,14.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,25 - 29,25
Y18H3022216P01T02,Y18H3022216P01,Y18H3022216,1,2,21,1296,21,1316,20,20,0,15.7,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y18H3030136P01T01,Y18H3030136P01,Y18H3030136,1,1,9,540,9,555,15,15,0,5.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y18H3030136P01T02,Y18H3030136P01,Y18H3030136,1,2,17,1065,18,1080,15,15,0,5.52,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y18H3030205P02T01,Y18H3030205P02,Y18H3030205,1,1,12,720,12,750,30,30,0,21.71,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y18H3030205P02T02,Y18H3030205P02,Y18H3030205,1,2,18,1110,19,1140,30,30,0,21.25,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y18H3032230P01T01,Y18H3032230P01,Y18H3032230,1,1,8,520,9,545,25,25,0,20.42,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,25 - 29,25
Y18H3032230P01T02,Y18H3032230P01,Y18H3032230,1,2,18,1090,18,1120,30,30,0,20.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y18H3032418P02T01,Y18H3032418P02,Y18H3032418,1,1,9,555,9,570,15,15,0,1.72,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,15 - 19,15
Y18H3032418P02T02,Y18H3032418P02,Y18H3032418,1,2,17,1065,18,1080,15,15,0,1.71,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,15 - 19,15
Y18H3040216P04T01,Y18H3040216P04,Y18H3040216,1,1,8,510,9,540,30,30,0,6.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,30 - 34,30
Y18H3040216P04T02,Y18H3040216P04,Y18H3040216,1,2,17,1050,18,1080,30,30,0,6.81,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,30 - 34,30
Y18H3040419P01T01,Y18H3040419P01,Y18H3040419,1,1,8,510,9,540,30,30,0,5.92,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,30 - 34,30
Y18H3040419P01T02,Y18H3040419P01,Y18H3040419,1,2,17,1050,18,1080,30,30,0,6.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,30 - 34,30
Y18H3040419P02T01,Y18H3040419P02,Y18H3040419,1,1,8,510,9,540,30,30,0,29.54,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y18H3040419P02T02,Y18H3040419P02,Y18H3040419,1,2,17,1050,18,1080,30,30,0,31.15,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,30 - 34,30
Y18H3050417P01T01,Y18H3050417P01,Y18H3050417,1,1,9,595,10,610,15,15,0,7.94,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,15 - 19,15
Y18H3050417P01T02,Y18H3050417P01,Y18H3050417,1,2,19,1140,19,1155,15,15,0,5.9,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y18H3060405P01T01,Y18H3060405P01,Y18H3060405,1,1,9,540,9,580,40,40,0,18.69,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,40 - 44,40
Y18H3060405P01T02,Y18H3060405P01,Y18H3060405,1,2,18,1080,18,1125,45,45,0,18.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,45 - 49,45
Y18H3070317P01T01,Y18H3070317P01,Y18H3070317,1,1,8,510,9,540,30,30,0,2.65,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,30 - 34,30
Y18H3070317P01T02,Y18H3070317P01,Y18H3070317,1,2,20,1230,21,1260,30,30,0,2.55,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,30 - 34,30
Y18H3070441P03T01,Y18H3070441P03,Y18H3070441,1,1,9,570,9,585,15,15,0,8.45,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y18H3070441P03T02,Y18H3070441P03,Y18H3070441,1,2,18,1125,19,1140,15,15,0,7.24,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,15 - 19,15
Y18H3080337P02T01,Y18H3080337P02,Y18H3080337,1,1,8,510,9,555,45,45,0,20.33,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y18H3080337P02T02,Y18H3080337P02,Y18H3080337,1,2,18,1110,19,1155,45,45,0,21.13,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
